address,suburb,state,postcode,full_address,price,sold_date,type,bedrooms,bathrooms,car_space,Land_size,Building_size,built_date,rent,rent_date,agent,lat,lng
13/8 Outram Street,West Perth,WA,6005,13/8 Outram Street West Perth WA 6005,"$730,000",1/03/2021,Apartment,2,2,2,121,91,1/01/2008,$550pw,1/12/2016,Judith Rae,-31.9511616,115.8388904
36/38 Kings Park Road,West Perth,WA,6005,36/38 Kings Park Road West Perth WA 6005,"$377,000",1/03/2021,Apartment,2,1,1,75,75,1/01/1967,$470pw,1/10/2016,Brendon Habak,-31.9515853,115.8379893
70/9 Delhi Street,West Perth,WA,6005,70/9 Delhi Street West Perth WA 6005,"$830,000",1/03/2021,Apartment,3,2,2,251,182,1/01/2004,$975pw,1/09/2019,Richard Self,-31.9465268,115.8460061
15/34 Cowle Street,West Perth,WA,6005,15/34 Cowle Street West Perth WA 6005,"$600,000",1/03/2021,Apartment,2,2,1,152,89,1/01/2016,0,1/01/1900,not recorded,-31.9394148,115.854718
120/1178 Hay Street,West Perth,WA,6005,120/1178 Hay Street West Perth WA 6005,"$285,000",1/03/2021,Apartment,1,1,1,68,41,1/01/2011,$340pw,1/04/2020,not recorded,-31.9487453,115.8438121
58/4 Delhi Street,West Perth,WA,6005,58/4 Delhi Street West Perth WA 6005,"$338,000",1/03/2021,House,1,1,1,76,52,1/01/2006,$460pw,1/03/2021,not recorded,-31.9452984,115.8455682
209A Vincent Street,West Perth,WA,6005,209A Vincent Street West Perth WA 6005,"$770,000",1/02/2021,Townhouse,3,2,2,199,146,1/01/2020,0,1/01/1900,Peter Wright,-31.9366675,115.8518298
1609/659 Murray Street,West Perth,WA,6005,1609/659 Murray Street West Perth WA 6005,"$410,000",1/02/2021,Apartment,1,1,1,80,48,1/01/2018,0,1/01/1900,Cherry Li,-31.9488032,115.845545
24 Florence Street,West Perth,WA,6005,24 Florence Street West Perth WA 6005,"$1,700,000",1/02/2021,House,4,3,3,783,210,1/01/1930,$1600pw,1/02/2017,Claude Iaconi,-31.9378726,115.8508594
4/66 Cleaver Street,West Perth,WA,6005,4/66 Cleaver Street West Perth WA 6005,"$195,000",1/02/2021,Apartment,1,1,1,42,40,1/01/1970,$330pw,1/07/2015,For Sale By Owner (WA),-31.9373671,115.8495655
31 Florence Street,West Perth,WA,6005,31 Florence Street West Perth WA 6005,"$1,281,000",1/02/2021,House,4,2,1,577,171,1/01/1905,$850pw,1/03/2021,Craig Gaspar,-31.9379619,115.8502586
1103 Hay Street,West Perth,WA,6005,1103 Hay Street West Perth WA 6005,"$1,950,000",1/02/2021,Unit,10,10,6,779,,1/01/1930,0,1/01/1900,David Azzopardi,-31.9502307,115.8461227
76C Carr Street,West Perth,WA,6005,76C Carr Street West Perth WA 6005,"$880,000",1/02/2021,House,3,2,2,193,149,1/01/2008,0,1/01/1900,Simon Pigliardo,-31.9390122,115.8512686
610/659 Murray Street,West Perth,WA,6005,610/659 Murray Street West Perth WA 6005,"$470,200",1/01/2021,Apartment,2,2,1,102,85,1/01/2018,$450pw,1/07/2018,not recorded,-31.9488032,115.845545
41 Cowle Street,West Perth,WA,6005,41 Cowle Street West Perth WA 6005,"$1,230,000",1/01/2021,House,4,2,1,890,105,1/01/1920,0,1/01/1900,not recorded,-31.93987,115.85406
24 Florence Place,West Perth,WA,6005,24 Florence Place West Perth WA 6005,"$740,000",1/01/2021,Townhouse,3,2,2,187,159,1/01/1930,0,1/01/1900,Peter Wright,-31.9369522,115.8516018
1/8 Prowse Street,West Perth,WA,6005,1/8 Prowse Street West Perth WA 6005,"$425,000",1/01/2021,Apartment,2,2,2,132,84,1/01/2008,$520pw,1/07/2015,Richard Self,-31.9447579,115.8424638
13/48 Outram Street,West Perth,WA,6005,13/48 Outram Street West Perth WA 6005,"$435,000",1/01/2021,Apartment,2,2,1,105,78,1/01/1940,0,1/01/1900,Richard Self,-31.9487425,115.8399003
34A Cleaver Street,West Perth,WA,6005,34A Cleaver Street West Perth WA 6005,"$780,000",1/01/2021,Townhouse,4,3,2,127,156,1/01/2020,0,1/01/1900,Louise Markovic,-31.9396315,115.8490571
34C Cleaver Street,West Perth,WA,6005,34C Cleaver Street West Perth WA 6005,"$750,000",1/01/2021,Townhouse,3,2,2,118,143,1/01/2020,0,1/01/1900,Louise Markovic,-31.9396315,115.8490571
3/2 Outram Street,West Perth,WA,6005,3/2 Outram Street West Perth WA 6005,"$392,000",1/01/2021,Unit,2,2,1,145,74,1/01/2001,$395pw,1/02/2021,not recorded,-31.95146,115.83875
11/34 Kings Park Road,West Perth,WA,6005,11/34 Kings Park Road West Perth WA 6005,"$505,000",1/01/2021,Apartment,2,2,1,124,90,1/01/2005,0,1/01/1900,Richard Self,-31.9517795,115.838625
17/161 Charles Street,West Perth,WA,6005,17/161 Charles Street West Perth WA 6005,"$260,000",1/01/2021,House,2,1,1,73,73,1/01/1977,$350pw,1/05/2011,not recorded,-31.9383637,115.852315
189 Fitzgerald Street,West Perth,WA,6005,189 Fitzgerald Street West Perth WA 6005,"$625,000",1/01/2021,House,3,1,1,322,,1/01/1920,$510pw,1/02/2021,James Alessi,-31.9405235,115.8556191
5/9 Violet Street,West Perth,WA,6005,5/9 Violet Street West Perth WA 6005,"$205,000",1/01/2021,Apartment,1,1,1,42,41,1/01/1968,$230pw,1/10/2017,Joe Raschilla,-31.9381917,115.8535226
4C/1303 Hay Street,West Perth,WA,6005,4C/1303 Hay Street West Perth WA 6005,"$615,000",1/01/2021,Apartment,2,2,2,149,99,1/01/2007,$600pw,1/10/2020,Richard Self,-31.9481189,115.8391904
46/66 Cleaver Street,West Perth,WA,6005,46/66 Cleaver Street West Perth WA 6005,"$187,000",1/01/2021,Apartment,1,1,1,42,40,1/01/1970,$240pw,1/12/2020,James Yeoman,-31.9373671,115.8495655
10/1 Coolgardie Street,West Perth,WA,6005,10/1 Coolgardie Street West Perth WA 6005,"$360,000",1/12/2020,Apartment,2,1,1,70,70,1/01/2008,$500pw,1/05/2019,Alice Yuan,-31.9489778,115.8476939
379 Bulwer Street,West Perth,WA,6005,379 Bulwer Street West Perth WA 6005,"$767,500",1/12/2020,House,3,1,1,395,,1/01/1930,$500pw,1/01/2021,not recorded,-31.9375727,115.8556653
18/15-19 Carr Street,West Perth,WA,6005,18/15-19 Carr Street West Perth WA 6005,"$375,000",1/12/2020,Apartment,2,2,1,111,83,1/01/2007,$390pw,1/03/2020,not recorded,-31.9407246,115.8540108
101/128 Carr Street,West Perth,WA,6005,101/128 Carr Street West Perth WA 6005,"$218,000",1/12/2020,Apartment,2,1,1,56,56,1/01/1968,$280pw,1/12/2020,Brendon Habak,-31.9378447,115.8482803
1/227 Vincent Street,West Perth,WA,6005,1/227 Vincent Street West Perth WA 6005,"$142,000",1/12/2020,Apartment,1,1,1,41,41,1/01/1968,0,1/01/1900,Brendon Habak,-31.9366105,115.8484547
40/863 Wellington Street,West Perth,WA,6005,40/863 Wellington Street West Perth WA 6005,"$380,000",1/12/2020,Unit,2,2,0,103,69,1/01/2010,$415pw,1/05/2020,not recorded,-31.9477908,115.8466772
34D Cleaver Street,West Perth,WA,6005,34D Cleaver Street West Perth WA 6005,"$770,000",1/12/2020,Townhouse,3,2,2,127,178,1/01/2020,0,1/01/1900,Richard Self,-31.9396315,115.8490571
76/227 Vincent Street,West Perth,WA,6005,76/227 Vincent Street West Perth WA 6005,"$170,000",1/12/2020,Apartment,1,1,1,47,47,1/01/1968,0,1/01/1900,not recorded,-31.9366105,115.8484547
65/1 Carr Street,West Perth,WA,6005,65/1 Carr Street West Perth WA 6005,"$385,000",1/12/2020,Apartment,3,1,1,119,86,1/01/1998,0,1/01/1900,not recorded,-31.9415034,115.8542559
38/1 Carr Street,West Perth,WA,6005,38/1 Carr Street West Perth WA 6005,"$430,000",1/12/2020,Apartment,3,2,1,115,85,1/01/1998,$495pw,1/03/2017,not recorded,-31.9415034,115.8542559
189 Vincent Street,West Perth,WA,6005,189 Vincent Street West Perth WA 6005,"$675,000",1/12/2020,House,3,1,2,402,119,1/01/1920,$350pw,1/09/2019,Matthew Jones,-31.9366828,115.8557577
34/1 Douro Place,West Perth,WA,6005,34/1 Douro Place West Perth WA 6005,"$493,000",1/12/2020,Apartment,2,2,2,124,75,1/01/2010,0,1/01/1900,not recorded,-31.9454139,115.8413431
27/1324 Hay Street,West Perth,WA,6005,27/1324 Hay Street West Perth WA 6005,"$430,000",1/12/2020,Apartment,2,2,1,132,41,1/01/2012,$500pw,1/01/2016,not recorded,-31.9472119,115.8381972
7/132 Carr Street,West Perth,WA,6005,7/132 Carr Street West Perth WA 6005,"$567,500",1/12/2020,Villa,3,1,2,85,82,1/01/1976,0,1/01/1900,Steve Lorrimar,-31.9374486,115.8481907
25 Kingston Avenue,West Perth,WA,6005,25 Kingston Avenue West Perth WA 6005,"$680,000",1/12/2020,House,2,1,0,201,72,1/01/1935,$450pw,1/05/2018,Jade Lippiatt,-31.9390178,115.8473799
60/6 Campbell Street,West Perth,WA,6005,60/6 Campbell Street West Perth WA 6005,"$325,500",1/12/2020,Apartment,1,1,1,83,53,1/01/2015,$350pw,1/12/2020,not recorded,-31.9451223,115.8446384
3/37 Mount Street,West Perth,WA,6005,3/37 Mount Street West Perth WA 6005,"$790,000",1/12/2020,Apartment,2,2,2,130,80,1/01/2020,0,1/01/1900,not recorded,-31.9542983,115.8482716
17/227 Vincent Street,West Perth,WA,6005,17/227 Vincent Street West Perth WA 6005,"$142,000",1/12/2020,Apartment,1,1,0,46,46,1/01/1968,$200pw,1/12/2018,not recorded,-31.9366105,115.8484547
W7/161 Colin Street,West Perth,WA,6005,W7/161 Colin Street West Perth WA 6005,"$276,000",1/11/2020,Unit,1,1,1,86,57,1/01/1998,0,1/01/1900,not recorded,-31.9447,115.84301
22A Kingston Avenue,West Perth,WA,6005,22A Kingston Avenue West Perth WA 6005,"$1,155,500",1/11/2020,House,4,2,2,379,239,1/01/2020,0,1/01/1900,not recorded,-31.9387708,115.8478808
1405/659 Murray Street,West Perth,WA,6005,1405/659 Murray Street West Perth WA 6005,"$380,000",1/11/2020,Apartment,1,1,1,75,58,1/01/2018,$500pw,1/11/2020,not recorded,-31.9488032,115.845545
6/20 Walker Avenue,West Perth,WA,6005,6/20 Walker Avenue West Perth WA 6005,"$417,000",1/11/2020,Apartment,2,1,1,115,87,1/01/1996,$475pw,1/01/2021,not recorded,-31.9499554,115.8368454
83/227 Vincent Street,West Perth,WA,6005,83/227 Vincent Street West Perth WA 6005,"$155,000",1/11/2020,Apartment,1,1,1,47,47,1/01/1968,$230pw,1/12/2018,not recorded,-31.9366105,115.8484547
1401/659 Murray Street,West Perth,WA,6005,1401/659 Murray Street West Perth WA 6005,"$499,000",1/11/2020,Apartment,2,2,1,113,77,1/01/2018,0,1/01/1900,not recorded,-31.9488032,115.845545
20/45 Ord Street,West Perth,WA,6005,20/45 Ord Street West Perth WA 6005,"$472,500",1/11/2020,Apartment,2,2,1,147,106,1/01/2002,$500pw,1/09/2020,not recorded,-31.9500026,115.8382203
16/8 Prowse Street,West Perth,WA,6005,16/8 Prowse Street West Perth WA 6005,"$482,000",1/11/2020,Unit,2,2,2,125,80,1/01/2008,$550pw,1/06/2018,not recorded,-31.9447579,115.8424638
2/37 Mount Street,West Perth,WA,6005,2/37 Mount Street West Perth WA 6005,"$780,000",1/10/2020,Apartment,2,2,1,121,82,1/01/2019,0,1/01/1900,not recorded,-31.9542983,115.8482716
39/5 Delhi Street,West Perth,WA,6005,39/5 Delhi Street West Perth WA 6005,"$430,000",1/10/2020,Apartment,3,2,1,127,92,1/01/2001,$550pw,1/11/2020,not recorded,-31.94625,115.84659
13/2 Douro Place,West Perth,WA,6005,13/2 Douro Place West Perth WA 6005,"$460,000",1/10/2020,Unit,2,2,1,138,99,1/01/2011,$450pw,1/04/2020,not recorded,-31.945655,115.8416291
78/227 Vincent Street,West Perth,WA,6005,78/227 Vincent Street West Perth WA 6005,"$176,000",1/10/2020,Apartment,1,1,1,46,46,1/01/1968,0,1/01/1900,not recorded,-31.9366105,115.8484547
67/4 Delhi Street,West Perth,WA,6005,67/4 Delhi Street West Perth WA 6005,"$365,000",1/10/2020,Apartment,2,2,1,109,81,1/01/2006,$480pw,1/07/2020,not recorded,-31.9452984,115.8455682
100/1178 Hay Street,West Perth,WA,6005,100/1178 Hay Street West Perth WA 6005,"$410,000",1/10/2020,Apartment,2,1,1,89,56,1/01/2011,$435pw,1/05/2018,not recorded,-31.9487495,115.8438291
101/18 Rheola Street,West Perth,WA,6005,101/18 Rheola Street West Perth WA 6005,"$342,000",1/10/2020,Apartment,2,2,1,95,66,1/01/2005,0,1/01/1900,not recorded,-31.94962,115.83511
29 Cowle Street,West Perth,WA,6005,29 Cowle Street West Perth WA 6005,"$725,000",1/10/2020,House,2,1,2,381,84,1/01/1910,$480pw,1/02/2020,Theo Kouroulis,-31.9399592,115.8547969
50/48 Havelock Street,West Perth,WA,6005,50/48 Havelock Street West Perth WA 6005,"$400,000",1/09/2020,Apartment,2,2,1,105,82,1/01/2003,$480pw,1/01/2021,not recorded,-31.9499926,115.8445515
11 Florence Street,West Perth,WA,6005,11 Florence Street West Perth WA 6005,"$925,000",1/09/2020,House,3,1,1,369,158,1/01/1920,0,1/01/1900,not recorded,-31.9386873,115.8503511
23/863 Wellington Street,West Perth,WA,6005,23/863 Wellington Street West Perth WA 6005,"$259,000",1/09/2020,Apartment,1,1,1,68,52,1/01/2010,$375pw,1/05/2021,not recorded,-31.9477908,115.8466772
2/48 Outram Street,West Perth,WA,6005,2/48 Outram Street West Perth WA 6005,"$330,000",1/09/2020,Apartment,1,1,1,112,53,1/01/2006,$460pw,1/06/2012,not recorded,-31.9487425,115.8399003
548 Newcastle Street,West Perth,WA,6005,548 Newcastle Street West Perth WA 6005,"$860,000",1/09/2020,House,5,1,10,521,147,1/01/1902,$989pw,1/04/2012,not recorded,-31.9402077,115.8485026
10/12 Altona Street,West Perth,WA,6005,10/12 Altona Street West Perth WA 6005,"$625,000",1/09/2020,Apartment,2,2,2,166,95,1/01/2006,0,1/01/1900,Annie McCarthy,-31.95165,115.83992
7/990 Wellington Street,West Perth,WA,6005,7/990 Wellington Street West Perth WA 6005,"$349,000",1/08/2020,Apartment,2,1,1,92,63,1/01/2007,$380pw,1/07/2019,not recorded,-31.9457139,115.841848
96/59 Malcolm Street,West Perth,WA,6005,96/59 Malcolm Street West Perth WA 6005,"$207,000",1/08/2020,Apartment,1,1,1,59,47,1/01/1966,$280pw,1/12/2016,not recorded,-31.9538552,115.8462151
414/36 Mount Street,West Perth,WA,6005,414/36 Mount Street West Perth WA 6005,"$150,000",1/08/2020,Apartment,1,1,1,35,35,1/01/1961,$320pw,1/01/2021,Ivan Helman,-31.9535729,115.8481791
48/1324 Hay Street,West Perth,WA,6005,48/1324 Hay Street West Perth WA 6005,"$390,000",1/08/2020,Apartment,2,2,1,111,68,1/01/2012,$390pw,1/06/2017,not recorded,-31.9472119,115.8381972
1/44-48 Cleaver Street,West Perth,WA,6005,1/44-48 Cleaver Street West Perth WA 6005,"$245,000",1/08/2020,Apartment,3,1,1,56,56,1/01/1970,$310pw,1/03/2021,not recorded,-31.9381985,115.8496598
96/38 Kings Park Road,West Perth,WA,6005,96/38 Kings Park Road West Perth WA 6005,"$370,000",1/08/2020,Apartment,2,1,2,75,75,1/01/1967,$420pw,1/02/2020,not recorded,-31.9515853,115.8379893
1105/659 Murray Street,West Perth,WA,6005,1105/659 Murray Street West Perth WA 6005,"$380,000",1/08/2020,Apartment,1,1,1,76,47,1/01/2018,0,1/01/1900,not recorded,-31.9488032,115.845545
2/135 Carr Street,West Perth,WA,6005,2/135 Carr Street West Perth WA 6005,"$480,000",1/07/2020,Apartment,2,1,1,82,82,1/01/1981,$645pw,1/09/2019,not recorded,-31.9382674,115.8479019
5/611 Murray Street,West Perth,WA,6005,5/611 Murray Street West Perth WA 6005,"$400,000",1/07/2020,Apartment,2,2,1,138,92,1/01/2005,$450pw,1/03/2021,not recorded,-31.9492842,115.8470469
17/1142 Hay Street,West Perth,WA,6005,17/1142 Hay Street West Perth WA 6005,"$265,000",1/07/2020,Apartment,1,1,1,86,64,1/01/2003,$340pw,1/06/2020,not recorded,-31.9494152,115.8449212
14/1020 Wellington Street,West Perth,WA,6005,14/1020 Wellington Street West Perth WA 6005,"$410,000",1/07/2020,Apartment,2,2,1,131,98,1/01/2003,$495pw,1/06/2015,not recorded,-31.9454255,115.8405079
2/38 Cowle Street,West Perth,WA,6005,2/38 Cowle Street West Perth WA 6005,"$340,000",1/07/2020,Apartment,1,1,1,84,51,1/01/2016,$350pw,1/04/2019,not recorded,-31.9396499,115.8546044
