address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
26/43 Wickham Street,East Perth,WA,6004,26/43 Wickham Street East Perth WA 6004,"$365,000",2021-06-01,Apartment,1,1,1,50,50,2014-01-01,$375pw,2020-05-01,Peter Wright,-31.95475,115.87484
603/108 Terrace Road,East Perth,WA,6004,603/108 Terrace Road East Perth WA 6004,"$730,000",2021-06-01,Apartment,2,2,1,130,98,2003-01-01,$700pw,2015-04-01,Jasmyn Wright,-31.9600184,115.8677491
37 Arden Street,East Perth,WA,6004,37 Arden Street East Perth WA 6004,"$1,685,000",2021-06-01,House,4,2,2,204,205,1996-01-01,$750pw,2015-08-01,ANGELA SHENG,-31.95341,115.88149
2501/8 Adelaide Terrace,East Perth,WA,6004,2501/8 Adelaide Terrace East Perth WA 6004,"$2,000,000",2021-06-01,Apartment,4,3,2,230,230,2014-01-01,0,1900-01-01,Jasmyn Wright,-31.96126,115.8771577
18/208 Adelaide Terrace,East Perth,WA,6004,18/208 Adelaide Terrace East Perth WA 6004,"$565,000",2021-06-01,Apartment,3,2,2,136,95,2014-01-01,$500pw,2019-09-01,Brad Triplett,-31.9584317,115.8689505
3108/63 Adelaide Terrace,East Perth,WA,6004,3108/63 Adelaide Terrace East Perth WA 6004,"$780,000",2021-06-01,Apartment,2,2,1,110,77,2019-01-01,0,1900-01-01,Peter Wright,-31.9611813,115.8749575
602/251 Hay Street,East Perth,WA,6004,602/251 Hay Street East Perth WA 6004,"$345,000",2021-06-01,Apartment,2,1,1,81,68,2007-01-01,$350pw,2019-10-01,Tim Whall,-31.9583649,115.8708987
11/108-112 Royal Street,East Perth,WA,6004,11/108-112 Royal Street East Perth WA 6004,"$489,500",2021-06-01,Apartment,2,2,1,120,89,1999-01-01,0,1900-01-01,Emily Garden,-31.952916,115.8757267
106/131 Adelaide Terrace,East Perth,WA,6004,106/131 Adelaide Terrace East Perth WA 6004,"$589,000",2021-06-01,Apartment,3,2,2,161,111,2007-01-01,$550pw,2019-03-01,Daniel Colbert,-31.9603998,115.8724623
503/35 Bronte Street,East Perth,WA,6004,503/35 Bronte Street East Perth WA 6004,"$395,000",2021-05-01,Apartment,1,1,1,81,50,2018-01-01,0,1900-01-01,Chris O'Brien,-31.9559462,115.8749099
502/9 Tully Road,East Perth,WA,6004,502/9 Tully Road East Perth WA 6004,"$405,000",2021-05-01,Apartment,1,1,1,84,47,2019-01-01,0,1900-01-01,Brendan Smith,-31.9488636,115.8772379
16/123 Wellington Street,East Perth,WA,6004,16/123 Wellington Street East Perth WA 6004,"$390,000",2021-05-01,Apartment,2,2,1,105,74,2000-01-01,0,1900-01-01,Nik Zounis,-31.9560914,115.8709157
603/63 Adelaide Terrace,East Perth,WA,6004,603/63 Adelaide Terrace East Perth WA 6004,"$510,000",2021-05-01,Apartment,2,2,1,109,71,2019-01-01,0,1900-01-01,Peter Wright,-31.9611813,115.8749575
24A Kensington Street,East Perth,WA,6004,24A Kensington Street East Perth WA 6004,"$952,000",2021-05-01,Townhouse,3,3,2,114,166,2001-01-01,0,1900-01-01,Brendan Smith,-31.94982,115.87875
18/37 Brown Street,East Perth,WA,6004,18/37 Brown Street East Perth WA 6004,"$535,000",2021-05-01,Apartment,2,2,1,110,93,2000-01-01,$450pw,2019-09-01,Brendan Smith,-31.95134,115.8778
1/30 Bronte Street,East Perth,WA,6004,1/30 Bronte Street East Perth WA 6004,"$420,000",2021-05-01,Apartment,2,1,1,117,88,1998-01-01,0,1900-01-01,not recorded,-31.9554739,115.8752116
15 Haig Park Circle,East Perth,WA,6004,15 Haig Park Circle East Perth WA 6004,"$1,900,000",2021-05-01,House,4,3,3,175,300,2002-01-01,0,1900-01-01,Brendan Smith,-31.95391,115.87956
21/35 Wellington Street,East Perth,WA,6004,21/35 Wellington Street East Perth WA 6004,"$350,000",2021-05-01,Apartment,1,1,1,70,53,2015-01-01,0,1900-01-01,not recorded,-31.9569172,115.8744173
48/128 Adelaide Terrace,East Perth,WA,6004,48/128 Adelaide Terrace East Perth WA 6004,"$425,000",2021-05-01,Apartment,2,2,1,118,82,2007-01-01,$490pw,2021-03-01,Cherry Li,-31.9599276,115.8731092
18/1 Henry Lawson Walk,East Perth,WA,6004,18/1 Henry Lawson Walk East Perth WA 6004,"$699,000",2021-05-01,Apartment,2,2,1,139,107,1999-01-01,$500pw,2020-01-01,Brendan Smith,-31.9512153,115.8804099
40/34 East Parade,East Perth,WA,6004,40/34 East Parade East Perth WA 6004,"$419,000",2021-05-01,Apartment,1,1,1,87,53,2018-01-01,0,1900-01-01,Peter Wright,-31.9502251,115.8771398
13/118 Royal Street,East Perth,WA,6004,13/118 Royal Street East Perth WA 6004,"$600,000",2021-05-01,Apartment,2,2,2,162,122,2006-01-01,$525pw,2020-07-01,Brendan Smith,-31.9527141,115.8750499
81/42 Terrace Road,East Perth,WA,6004,81/42 Terrace Road East Perth WA 6004,"$465,000",2021-05-01,Apartment,1,2,1,110,74,2002-01-01,$700pw,2013-01-01,Tony Choong,-31.9614785,115.8719771
11/28 Bronte Street,East Perth,WA,6004,11/28 Bronte Street East Perth WA 6004,"$500,000",2021-05-01,Apartment,3,2,2,135,94,2001-01-01,0,1900-01-01,not recorded,-31.9555321,115.8754195
5/5 Bramal Street,East Perth,WA,6004,5/5 Bramal Street East Perth WA 6004,"$485,000",2021-05-01,Apartment,2,2,1,138,97,2016-01-01,0,1900-01-01,Chris Kots,-31.9443013,115.8785501
35/11 Bennett Street,East Perth,WA,6004,35/11 Bennett Street East Perth WA 6004,"$270,000",2021-05-01,Apartment,1,1,1,87,58,2008-01-01,$420pw,2017-03-01,Melissa Crash,-31.960182,115.870792
19/52 Wickham Street,East Perth,WA,6004,19/52 Wickham Street East Perth WA 6004,"$620,000",2021-05-01,Apartment,3,3,2,116,92,2012-01-01,$620pw,2016-04-01,Daniel Porcaro,-31.9540785,115.8745099
1007/108 Terrace Road,East Perth,WA,6004,1007/108 Terrace Road East Perth WA 6004,"$850,000",2021-05-01,Apartment,3,2,1,147,119,2003-01-01,0,1900-01-01,Peter Wright,-31.9600184,115.8677491
1 Gardiner Street,East Perth,WA,6004,1 Gardiner Street East Perth WA 6004,"$1,530,000",2021-05-01,House,3,1,2,883,148,1920-01-01,0,1900-01-01,not recorded,-31.9417547,115.8798323
108/90 Terrace Road,East Perth,WA,6004,108/90 Terrace Road East Perth WA 6004,"$1,290,000",2021-05-01,Apartment,3,3,2,199,136,2013-01-01,0,1900-01-01,not recorded,-31.9602559,115.8693202
1904/63 Adelaide Terrace,East Perth,WA,6004,1904/63 Adelaide Terrace East Perth WA 6004,"$425,000",2021-05-01,Apartment,1,1,1,80,47,2019-01-01,0,1900-01-01,Peter Wright,-31.9611813,115.8749575
72/193 Hay Street,East Perth,WA,6004,72/193 Hay Street East Perth WA 6004,"$275,000",2021-05-01,Apartment,2,1,1,97,82,2000-01-01,0,1900-01-01,Joel Cooper,-31.9591622,115.8732016
31/7 Bennett Street,East Perth,WA,6004,31/7 Bennett Street East Perth WA 6004,"$425,000",2021-05-01,Apartment,2,2,1,114,91,2002-01-01,0,1900-01-01,Josh Roberts,-31.96037,115.87071
64/128 Adelaide Terrace,East Perth,WA,6004,64/128 Adelaide Terrace East Perth WA 6004,"$290,000",2021-05-01,Apartment,1,1,1,82,52,2006-01-01,$430pw,2009-04-01,Cherry Li,-31.9599276,115.8731092
9/2 Goderich Street,East Perth,WA,6004,9/2 Goderich Street East Perth WA 6004,"$340,000",2021-05-01,Apartment,2,1,1,84,87,1982-01-01,$350pw,2016-05-01,James Teh,-31.9578615,115.8750383
43/30 Bishops Row,East Perth,WA,6004,43/30 Bishops Row East Perth WA 6004,"$437,500",2021-05-01,Apartment,3,1,1,118,93,2000-01-01,$450pw,2021-03-01,Brendon Habak,-31.9559183,115.8701288
11/25 Haig Park Circle,East Perth,WA,6004,11/25 Haig Park Circle East Perth WA 6004,"$885,000",2021-04-01,Apartment,3,2,2,180,130,2000-01-01,$585pw,2018-03-01,not recorded,-31.9545233,115.8796706
8 Vanguard Terrace,East Perth,WA,6004,8 Vanguard Terrace East Perth WA 6004,"$3,000,000",2021-04-01,House,4,4,2,213,363,2000-01-01,0,1900-01-01,Brent Compton,-31.9533027,115.8823274
18/9 Tully Road,East Perth,WA,6004,18/9 Tully Road East Perth WA 6004,"$380,000",2021-04-01,Apartment,2,2,1,117,71,2018-01-01,0,1900-01-01,Willie Lim,-31.9488636,115.8772379
55/11 Regal Place,East Perth,WA,6004,55/11 Regal Place East Perth WA 6004,"$295,000",2021-04-01,Apartment,2,1,1,86,73,1999-01-01,$375pw,2021-02-01,Veljko Lazovic,-31.9537877,115.8770599
5/151 Adelaide Terrace,East Perth,WA,6004,5/151 Adelaide Terrace East Perth WA 6004,"$455,000",2021-04-01,Apartment,2,2,1,148,88,2008-01-01,$450pw,2018-04-01,Josh Roberts,-31.9601109,115.8717923
72/273 Hay Street,East Perth,WA,6004,72/273 Hay Street East Perth WA 6004,"$276,000",2021-04-01,Apartment,2,1,1,101,75,2002-01-01,$400pw,2021-02-01,not recorded,-31.9583156,115.8702443
81/273 HAY STREET,East Perth,WA,6004,81/273 HAY STREET East Perth WA 6004,"$290,000",2021-04-01,Apartment,2,1,1,99,73,2002-01-01,$375pw,2017-01-01,Steve Lally,-31.9583156,115.8702443
17/175 Hay Street,East Perth,WA,6004,17/175 Hay Street East Perth WA 6004,"$405,000",2021-04-01,Apartment,2,2,1,107,81,2005-01-01,$450pw,2019-07-01,not recorded,-31.9592473,115.8735713
38/99-105 Wellington Street,East Perth,WA,6004,38/99-105 Wellington Street East Perth WA 6004,"$349,500",2021-04-01,Apartment,2,1,1,116,86,1995-01-01,0,1900-01-01,not recorded,-31.95623,115.87205
9/100 Terrace Road,East Perth,WA,6004,9/100 Terrace Road East Perth WA 6004,"$785,000",2021-04-01,Apartment,3,2,2,193,123,2009-01-01,$800pw,2020-12-01,Peter Wright,-31.9603744,115.868396
23/18 Forrest Avenue,East Perth,WA,6004,23/18 Forrest Avenue East Perth WA 6004,"$580,000",2021-04-01,Apartment,4,2,2,115,113,1990-01-01,$520pw,2010-11-01,Brad Triplett,-31.9581819,115.8737099
98/148 Adelaide Terrace,East Perth,WA,6004,98/148 Adelaide Terrace East Perth WA 6004,"$590,000",2021-04-01,Apartment,2,2,2,127,81,2009-01-01,$500pw,2018-10-01,not recorded,-31.9596746,115.8723699
303/9 Tully Road,East Perth,WA,6004,303/9 Tully Road East Perth WA 6004,"$510,000",2021-04-01,Apartment,2,2,1,124,70,2019-01-01,0,1900-01-01,Brendan Smith,-31.9488636,115.8772379
1503/8 Adelaide Terrace,East Perth,WA,6004,1503/8 Adelaide Terrace East Perth WA 6004,"$450,000",2021-04-01,Apartment,2,1,1,68,68,2014-01-01,0,1900-01-01,Chris O'Brien,-31.96126,115.8771577
1809/63 Adelaide Terrace,East Perth,WA,6004,1809/63 Adelaide Terrace East Perth WA 6004,"$640,000",2021-04-01,Apartment,2,2,1,109,76,2019-01-01,0,1900-01-01,Cherry Li,-31.9611813,115.8749575
14/17 Wickham Street,East Perth,WA,6004,14/17 Wickham Street East Perth WA 6004,"$450,000",2021-04-01,Apartment,2,2,1,102,72,2019-01-01,$460pw,2020-08-01,Brad Raynor,-31.9550656,115.8761358
6/17 Wickham Street,East Perth,WA,6004,6/17 Wickham Street East Perth WA 6004,"$256,000",2021-04-01,Apartment,1,1,1,95,55,2019-01-01,0,1900-01-01,Brad Triplett,-31.9550656,115.8761358
30C/22 Nile Street,East Perth,WA,6004,30C/22 Nile Street East Perth WA 6004,"$360,000",2021-04-01,Apartment,2,2,1,63,63,2004-01-01,0,1900-01-01,Brendon Habak,-31.9545302,115.8807795
99/189 Adelaide Terrace,East Perth,WA,6004,99/189 Adelaide Terrace East Perth WA 6004,"$880,000",2021-04-01,Apartment,3,2,2,195,111,2017-01-01,0,1900-01-01,Callum Davidson,-31.9594044,115.8697129
30/11 Bennett Street,East Perth,WA,6004,30/11 Bennett Street East Perth WA 6004,"$399,000",2021-04-01,Apartment,2,2,1,132,97,2008-01-01,$400pw,2019-09-01,not recorded,-31.960182,115.870792
6/7-9 Bennett Street,East Perth,WA,6004,6/7-9 Bennett Street East Perth WA 6004,"$388,000",2021-04-01,Apartment,2,2,1,108,85,2002-01-01,$385pw,2019-10-01,Brendon Habak,-31.96037,115.87071
111/181 Adelaide Terrace,East Perth,WA,6004,111/181 Adelaide Terrace East Perth WA 6004,"$542,000",2021-04-01,Apartment,2,2,1,121,83,2012-01-01,$675pw,2021-04-01,not recorded,-31.9596519,115.8708104
7/2 Moreau Parade,East Perth,WA,6004,7/2 Moreau Parade East Perth WA 6004,"$360,000",2021-03-01,Apartment,1,1,1,90,52,2015-01-01,0,1900-01-01,Brad Triplett,-31.9609755,115.8776146
9/193 Hay Street,East Perth,WA,6004,9/193 Hay Street East Perth WA 6004,"$270,000",2021-03-01,Apartment,2,1,1,93,70,2000-01-01,0,1900-01-01,not recorded,-31.9591622,115.8732016
6 Flagstaff Lane,East Perth,WA,6004,6 Flagstaff Lane East Perth WA 6004,"$1,235,000",2021-03-01,House,3,2,2,160,165,1999-01-01,$700pw,2015-08-01,Brendan Smith,-31.9512103,115.8794075
14/3 Hay Street,East Perth,WA,6004,14/3 Hay Street East Perth WA 6004,"$780,000",2021-03-01,Apartment,3,3,2,264,143,2009-01-01,$1200pw,2012-08-01,not recorded,-31.9605496,115.8776471
12 Little Brown Street,East Perth,WA,6004,12 Little Brown Street East Perth WA 6004,"$585,000",2021-03-01,Townhouse,2,1,1,150,102,1997-01-01,0,1900-01-01,not recorded,-31.95136,115.87487
3/17 Wickham Street,East Perth,WA,6004,3/17 Wickham Street East Perth WA 6004,"$240,000",2021-03-01,Apartment,1,1,0,85,51,2019-01-01,0,1900-01-01,Brad Triplett,-31.9550656,115.8761358
907/251 Hay Street,East Perth,WA,6004,907/251 Hay Street East Perth WA 6004,"$650,000",2021-03-01,Apartment,2,2,1,144,108,2007-01-01,0,1900-01-01,Brendon Habak,-31.9583649,115.8708987
46/18 Wellington Street,East Perth,WA,6004,46/18 Wellington Street East Perth WA 6004,"$445,000",2021-03-01,Apartment,2,2,1,118,79,2011-01-01,$565pw,2011-10-01,not recorded,-31.9563843,115.8748959
138/181 Adelaide Terrace,East Perth,WA,6004,138/181 Adelaide Terrace East Perth WA 6004,"$569,000",2021-03-01,Apartment,2,2,1,118,84,2012-01-01,$600pw,2019-06-01,Peter Wright,-31.9596519,115.8708104
55/123 Wellington Street,East Perth,WA,6004,55/123 Wellington Street East Perth WA 6004,"$410,000",2021-03-01,Apartment,3,1,1,121,93,2000-01-01,$495pw,2017-05-01,Chris O'Brien,-31.9560914,115.8709157
49/34 East Parade,East Perth,WA,6004,49/34 East Parade East Perth WA 6004,"$415,000",2021-03-01,Apartment,1,1,1,96,53,2018-01-01,0,1900-01-01,Peter Wright,-31.9502251,115.8771398
705/9 Tully Road,East Perth,WA,6004,705/9 Tully Road East Perth WA 6004,"$460,000",2021-03-01,Apartment,2,1,1,89,58,2019-01-01,0,1900-01-01,Brendan Smith,-31.9488636,115.8772379
37/43 Wickham Street,East Perth,WA,6004,37/43 Wickham Street East Perth WA 6004,"$475,000",2021-03-01,Apartment,2,2,2,107,71,2014-01-01,$650pw,2015-05-01,Brent Morfesse,-31.95475,115.87484
38/190 Hay Street,East Perth,WA,6004,38/190 Hay Street East Perth WA 6004,"$340,000",2021-03-01,Apartment,2,1,1,101,82,2002-01-01,0,1900-01-01,Berny Wales,-31.9590239,115.8731642
70/131-137 Adelaide Terrace,East Perth,WA,6004,70/131-137 Adelaide Terrace East Perth WA 6004,"$545,000",2021-03-01,Apartment,3,2,2,145,96,2007-01-01,0,1900-01-01,not recorded,-31.9604846,115.8726091
51/170 Adelaide Terrace,East Perth,WA,6004,51/170 Adelaide Terrace East Perth WA 6004,"$402,000",2021-03-01,Apartment,2,1,1,120,91,2002-01-01,0,1900-01-01,Brendan Smith,-31.9592309,115.8709663
902/112 Goderich Street,East Perth,WA,6004,902/112 Goderich Street East Perth WA 6004,"$182,000",2021-03-01,Apartment,1,1,1,50,50,1968-01-01,$250pw,2021-01-01,Steven Chapelhow,-31.9563378,115.8702339
72/189 Adelaide Terrace,East Perth,WA,6004,72/189 Adelaide Terrace East Perth WA 6004,"$660,000",2021-03-01,Apartment,2,2,1,143,82,2017-01-01,0,1900-01-01,Peter Wright,-31.9594044,115.8697129
20/17 Wickham Street,East Perth,WA,6004,20/17 Wickham Street East Perth WA 6004,"$350,000",2021-03-01,Apartment,1,1,1,80,55,2019-01-01,0,1900-01-01,Brad Raynor,-31.9550656,115.8761358
1108/8 Adelaide Terrace,East Perth,WA,6004,1108/8 Adelaide Terrace East Perth WA 6004,"$610,000",2021-03-01,Apartment,2,2,1,143,105,2014-01-01,$795pw,2016-03-01,not recorded,-31.96126,115.8771577
8F/22 Nile Street,East Perth,WA,6004,8F/22 Nile Street East Perth WA 6004,"$365,000",2021-03-01,Apartment,2,2,1,62,62,2004-01-01,0,1900-01-01,Kristian Novatsis,-31.9545302,115.8807795
15/34 East Parade,East Perth,WA,6004,15/34 East Parade East Perth WA 6004,"$515,000",2021-03-01,Apartment,2,2,1,115,78,2018-01-01,0,1900-01-01,Peter Wright,-31.9502251,115.8771398
405/108 Terrace Road,East Perth,WA,6004,405/108 Terrace Road East Perth WA 6004,"$730,000",2021-03-01,Apartment,2,2,2,143,98,2003-01-01,$770pw,2021-03-01,Jasmyn Wright,-31.9600184,115.8677491
104/149-151 Adelaide Terrace,East Perth,WA,6004,104/149-151 Adelaide Terrace East Perth WA 6004,"$499,000",2021-03-01,Apartment,2,2,1,123,95,2008-01-01,0,1900-01-01,Brad Mantle,-31.9604775,115.8716965
60/181 Adelaide Terrace,East Perth,WA,6004,60/181 Adelaide Terrace East Perth WA 6004,"$780,000",2021-03-01,Apartment,3,2,2,178,114,2012-01-01,$875pw,2019-02-01,Brendon Habak,-31.9596519,115.8708104
6/128 Brown Street,East Perth,WA,6004,6/128 Brown Street East Perth WA 6004,"$418,000",2021-02-01,Apartment,2,2,1,112,86,2009-01-01,$440pw,2016-10-01,Clinton Edwards,-31.9508414,115.8738455
301/108 Bennett Street,East Perth,WA,6004,301/108 Bennett Street East Perth WA 6004,"$380,000",2021-02-01,Apartment,2,2,1,104,75,2016-01-01,$400pw,2020-06-01,not recorded,-31.9557064,115.8734788
83/128 Adelaide Terrace,East Perth,WA,6004,83/128 Adelaide Terrace East Perth WA 6004,"$418,500",2021-02-01,Apartment,2,2,1,111,82,2006-01-01,$430pw,2018-04-01,not recorded,-31.9599276,115.8731092
29/98 Terrace Road,East Perth,WA,6004,29/98 Terrace Road East Perth WA 6004,"$690,000",2021-02-01,Apartment,2,2,2,145,85,2009-01-01,0,1900-01-01,Peter Wright,-31.9604852,115.8687426
80/78 Terrace Road,East Perth,WA,6004,80/78 Terrace Road East Perth WA 6004,"$746,000",2021-02-01,Apartment,2,2,2,152,100,2005-01-01,$700pw,2017-05-01,Tim Whall,-31.9605553,115.8701029
201/108 Bennett Street,East Perth,WA,6004,201/108 Bennett Street East Perth WA 6004,"$380,000",2021-02-01,Apartment,2,2,1,103,75,2016-01-01,$465pw,2016-09-01,Richard Mathlin,-31.9557064,115.8734788
17/193 Hay Street,East Perth,WA,6004,17/193 Hay Street East Perth WA 6004,"$269,000",2021-02-01,Apartment,2,1,1,95,70,2000-01-01,0,1900-01-01,Veljko Lazovic,-31.9591622,115.8732016
64/118 Adelaide Terrace,East Perth,WA,6004,64/118 Adelaide Terrace East Perth WA 6004,"$426,000",2021-02-01,Apartment,2,2,1,107,76,2009-01-01,$456pw,2020-11-01,not recorded,-31.9600754,115.8735713
56/78 Terrace Road,East Perth,WA,6004,56/78 Terrace Road East Perth WA 6004,"$615,000",2021-02-01,Apartment,2,2,2,152,100,2005-01-01,$630pw,2016-09-01,not recorded,-31.9605553,115.8701029
19/34 East Parade,East Perth,WA,6004,19/34 East Parade East Perth WA 6004,"$445,000",2021-02-01,Apartment,2,1,1,113,65,2018-01-01,0,1900-01-01,Peter Wright,-31.9502251,115.8771398
47 Wellington Street,East Perth,WA,6004,47 Wellington Street East Perth WA 6004,"$765,000",2021-02-01,House,3,1,1,617,105,1920-01-01,0,1900-01-01,not recorded,-31.956698,115.873964
66/123 Wellington Street,East Perth,WA,6004,66/123 Wellington Street East Perth WA 6004,"$390,000",2021-02-01,Apartment,3,1,1,126,96,2000-01-01,$450pw,2017-12-01,Zero Commission Australia,-31.9560914,115.8709157
17/40 Wellington Street,East Perth,WA,6004,17/40 Wellington Street East Perth WA 6004,"$345,000",2021-02-01,Apartment,2,1,1,96,81,1993-01-01,0,1900-01-01,Josh Roberts,-31.9563959,115.8744954
11/42-52 Terrace Road,East Perth,WA,6004,11/42-52 Terrace Road East Perth WA 6004,"$582,500",2021-02-01,Apartment,2,2,1,142,107,2002-01-01,0,1900-01-01,Chris O'Brien,-31.9612883,115.872185
