address,suburb,state,postcode,full_address,price,sold date,type,bedrooms,bathrooms,car space,Land size,Building size,Year Built,rent,rent date,agent,lat,lng
132/250 Beaufort Street,Perth,WA,6000,132/250 Beaufort Street Perth WA 6000,"$341,000",2020-09-01,Apartment,2,1,1,98,72,2006-01-01,0,1900-01-01,not recorded,-31.9452003,115.8655478
14 Hope Street,Perth,WA,6000,14 Hope Street Perth WA 6000,"$790,000",2020-11-01,House,2,1,2,409,131,1930-01-01,0,1900-01-01,Nadija Begovich,-31.9419271,115.8593044
14/120 Terrace Road,Perth,WA,6000,14/120 Terrace Road Perth WA 6000,"$225,000",2019-11-01,Unit,1,1,1,43,43,1960-01-01,$290pw,2020-03-01,not recorded,-31.9596556,115.866848
14/122 Mounts Bay Road,Perth,WA,6000,14/122 Mounts Bay Road Perth WA 6000,"$365,000",2020-03-01,Apartment,2,2,1,102,80,2002-01-01,0,1900-01-01,not recorded,-31.9554372,115.8474284
14/130 Terrace Road,Perth,WA,6000,14/130 Terrace Road Perth WA 6000,"$320,000",2020-07-01,Apartment,2,1,1,67,67,1956-01-01,$360pw,2021-03-01,not recorded,-31.9594427,115.8659238
14/180 Stirling Street,Perth,WA,6000,14/180 Stirling Street Perth WA 6000,"$335,000",2021-05-01,House,1,1,1,81,48,2013-01-01,$360pw,2020-08-01,not recorded,-31.9470657,115.8661848
14/34 PALMERSTON Street,Perth,WA,6000,14/34 PALMERSTON Street Perth WA 6000,"$630,000",2019-12-01,Apartment,2,2,1,153,110,1999-01-01,0,1900-01-01,not recorded,-31.9438988,115.8577122
14/378 Beaufort Street,Perth,WA,6000,14/378 Beaufort Street Perth WA 6000,"$335,000",2021-05-01,Apartment,1,1,1,93,52,2012-01-01,$340pw,2020-12-01,Dean Sims,-31.9421489,115.8676567
14/45-47 Stuart Street,Perth,WA,6000,14/45-47 Stuart Street Perth WA 6000,"$735,000",2020-06-01,Townhouse,3,2,2,243,,2008-01-01,$750pw,2013-06-01,not recorded,-31.9421086,115.855896
1416/380 Murray Street,Perth,WA,6000,1416/380 Murray Street Perth WA 6000,"$461,000",2020-02-01,Apartment,1,1,1,72,43,2020-01-01,$485pw,2020-07-01,not recorded,-31.9511862,115.8542076
15/114 Terrace Road,Perth,WA,6000,15/114 Terrace Road Perth WA 6000,"$210,000",2021-01-01,Villa,1,1,0,54,54,1945-01-01,$250pw,2016-09-01,Davide Palermo,-31.959762,115.8673101
15/229 Adelaide Terrace,Perth,WA,6000,15/229 Adelaide Terrace Perth WA 6000,"$650,000",2021-01-01,Apartment,2,2,2,905,96,2008-01-01,$750pw,2021-01-01,Chris O'Brien,-31.9587233,115.8674744
15/34 Palmerston Street,Perth,WA,6000,15/34 Palmerston Street Perth WA 6000,"$645,000",2019-12-01,Townhouse,2,2,1,135,127,1999-01-01,0,1900-01-01,not recorded,-31.9438988,115.8577122
1-5/55 Gladstone Street,Perth,WA,6000,1-5/55 Gladstone Street Perth WA 6000,"$1,220,000",2020-08-01,House,1,1,1,110,80,1999-01-01,0,1900-01-01,not recorded,-31.9467168,115.8720695
1503/105 Stirling Street,Perth,WA,6000,1503/105 Stirling Street Perth WA 6000,"$530,000",2020-08-01,Apartment,2,2,2,116,90,2017-01-01,0,1900-01-01,not recorded,-31.949025,115.8638405
1506/105 Stirling Street,Perth,WA,6000,1506/105 Stirling Street Perth WA 6000,"$520,000",2020-01-01,Apartment,2,2,2,122,96,2017-01-01,$610pw,2018-03-01,not recorded,-31.949025,115.8638405
1514/380 Murray Street,Perth,WA,6000,1514/380 Murray Street Perth WA 6000,"$602,000",2020-02-01,Apartment,2,1,1,87,59,2020-01-01,$550pw,2020-04-01,not recorded,-31.9511862,115.8542076
154A Lake Street,Perth,WA,6000,154A Lake Street Perth WA 6000,"$712,500",2020-11-01,House,3,2,2,190,125,1995-01-01,$595pw,2017-04-01,not recorded,-31.9437627,115.8595489
157/15 Aberdeen Street,Perth,WA,6000,157/15 Aberdeen Street Perth WA 6000,"$470,000",2021-01-01,Apartment,1,1,1,98,69,2014-01-01,$480pw,2021-02-01,Ashby Farrell,-31.949662,115.8652097
159/369 Hay Street,Perth,WA,6000,159/369 Hay Street Perth WA 6000,"$470,000",2020-12-01,Apartment,2,2,2,137,77,2009-01-01,$675pw,2014-10-01,not recorded,-31.9574465,115.867509
15a/120-122 Lake Street,Perth,WA,6000,15a/120-122 Lake Street Perth WA 6000,"$360,000",2020-12-01,Apartment,2,1,1,109,83,1994-01-01,0,1900-01-01,Nik Zounis,-31.9447634,115.8592993
16 Hope Street,Perth,WA,6000,16 Hope Street Perth WA 6000,"$845,000",2020-01-01,House,3,1,2,403,129,1930-01-01,$380pw,2009-08-01,Nadija Begovich,-31.94166,115.8589
16 Robinson Avenue,Perth,WA,6000,16 Robinson Avenue Perth WA 6000,"$760,000",2020-06-01,House,3,2,2,305,116,1993-01-01,$768pw,2017-01-01,not recorded,-31.9442642,115.8640398
16/122 Terrace Road,Perth,WA,6000,16/122 Terrace Road Perth WA 6000,"$200,000",2021-04-01,Apartment,1,1,1,34,34,1961-01-01,$250pw,2009-04-01,Josh Roberts,-31.9595615,115.8667094
16/250 Beaufort Street,Perth,WA,6000,16/250 Beaufort Street Perth WA 6000,"$345,000",2020-03-01,Apartment,2,1,1,116,72,2005-01-01,$390pw,2010-07-01,not recorded,-31.9452003,115.8655478
16/448 Murray Street,Perth,WA,6000,16/448 Murray Street Perth WA 6000,"$335,000",2020-06-01,Apartment,2,1,1,90,70,2005-01-01,$450pw,2016-01-01,not recorded,-31.9506456,115.8525923
16/580 Hay Street,Perth,WA,6000,16/580 Hay Street Perth WA 6000,"$470,000",2020-10-01,Apartment,2,2,1,142,100,2011-01-01,$520pw,2020-05-01,not recorded,-31.9546333,115.8609102
16/8 James Street,Perth,WA,6000,16/8 James Street Perth WA 6000,"$330,000",2021-03-01,Apartment,2,1,1,533,87,1996-01-01,$395pw,2017-03-01,Brendan Smith,-31.95114,115.86443
166 Lake Street,Perth,WA,6000,166 Lake Street Perth WA 6000,"$1,000,000",2020-07-01,House,3,2,1,197,188,1/01/1897,0,1900-01-01,Daniel Porcaro,-31.9433325,115.8599602
167 Lake Street,Perth,WA,6000,167 Lake Street Perth WA 6000,"$1,825,000",2020-12-01,House,5,2,1,369,309,1902-01-01,0,1900-01-01,not recorded,-31.9429874,115.8595106
17/116 Mounts Bay Road,Perth,WA,6000,17/116 Mounts Bay Road Perth WA 6000,"$350,000",2021-03-01,Apartment,2,1,1,111,82,1999-01-01,$400pw,2016-11-01,not recorded,-31.9555238,115.8480636
17/34 Bulwer Street,Perth,WA,6000,17/34 Bulwer Street Perth WA 6000,"$300,000",2021-06-01,Apartment,2,1,1,71,71,1978-01-01,0,1900-01-01,Josh Roberts,-31.9436386,115.8705492
17/34 Palmerston Street,Perth,WA,6000,17/34 Palmerston Street Perth WA 6000,"$620,000",2021-06-01,Apartment,2,2,2,147,118,1910-01-01,$500pw,2017-03-01,Nadija Begovich,-31.9438988,115.8577122
172 Lake Street,Perth,WA,6000,172 Lake Street Perth WA 6000,"$1,050,000",2021-06-01,House,3,2,0,195,208,1/01/1897,0,1900-01-01,Daniel Porcaro,-31.9431637,115.8599975
18 Church Street,Perth,WA,6000,18 Church Street Perth WA 6000,"$890,000",2021-05-01,House,2,1,1,176,101,1920-01-01,$590pw,2021-05-01,Shaun Pratt,-31.9434635,115.858334
18/118 Mounts Bay Road,Perth,WA,6000,18/118 Mounts Bay Road Perth WA 6000,"$285,000",2020-12-01,Apartment,2,1,1,97,76,1999-01-01,$415pw,2017-06-01,not recorded,-31.9552607,115.8477979
18/124 Mounts Bay Road,Perth,WA,6000,18/124 Mounts Bay Road Perth WA 6000,"$500,000",2021-02-01,Apartment,2,2,1,130,93,2006-01-01,0,1900-01-01,Sean Roberts,-31.95579,115.8476015
18/145 Newcastle Street,Perth,WA,6000,18/145 Newcastle Street Perth WA 6000,"$455,000",2020-02-01,Apartment,3,2,1,159,102,2009-01-01,$550pw,2019-02-01,not recorded,-31.9468953,115.8618461
18/150 Stirling Street,Perth,WA,6000,18/150 Stirling Street Perth WA 6000,"$310,000",2020-10-01,Apartment,2,1,1,146,83,2006-01-01,$350pw,2018-07-01,not recorded,-31.9478096,115.8656235
18/369 Hay Street,Perth,WA,6000,18/369 Hay Street Perth WA 6000,"$500,000",2019-10-01,Apartment,3,2,2,189,99,2009-01-01,0,1900-01-01,Realmark Central,-31.957095,115.8671022
180/471 Hay Street,Perth,WA,6000,180/471 Hay Street Perth WA 6000,"$660,000",2020-01-01,Apartment,3,2,2,177,127,2009-01-01,$680pw,2020-09-01,not recorded,-31.9560825,115.8641448
1805/237 Adelaide Terrace,Perth,WA,6000,1805/237 Adelaide Terrace Perth WA 6000,"$500,000",2020-08-01,Apartment,2,2,1,110,78,2011-01-01,$500pw,2019-11-01,not recorded,-31.9584671,115.8667534
181/369 Hay Street,Perth,WA,6000,181/369 Hay Street Perth WA 6000,"$440,000",2020-04-01,Apartment,2,2,2,136,77,2009-01-01,$420pw,2020-04-01,not recorded,-31.9574465,115.867509
19/124 Mounts Bay Road,Perth,WA,6000,19/124 Mounts Bay Road Perth WA 6000,"$520,000",2020-10-01,Apartment,3,2,1,158,120,2006-01-01,$600pw,2018-11-01,not recorded,-31.95579,115.8476015
19/34 Palmerston Street,Perth,WA,6000,19/34 Palmerston Street Perth WA 6000,"$650,000",2020-11-01,Unit,2,2,2,198,151,1999-01-01,$520pw,2018-11-01,not recorded,-31.9438988,115.8577122
19/65 Palmerston Street,Perth,WA,6000,19/65 Palmerston Street Perth WA 6000,"$575,000",2020-04-01,Townhouse,3,2,2,378,118,2000-01-01,$480pw,2018-11-01,not recorded,-31.9431166,115.8571209
19/8 James Street,Perth,WA,6000,19/8 James Street Perth WA 6000,"$275,000",2019-11-01,House,2,1,1,533,87,1996-01-01,$370pw,2017-04-01,not recorded,-31.95114,115.86443
1906/105 Stirling Street,Perth,WA,6000,1906/105 Stirling Street Perth WA 6000,"$535,000",2020-01-01,Apartment,2,2,2,122,96,2017-01-01,0,1900-01-01,not recorded,-31.949025,115.8638405
193 Lake Street,Perth,WA,6000,193 Lake Street Perth WA 6000,"$820,000",2020-08-01,House,3,1,0,273,90,1920-01-01,0,1900-01-01,not recorded,-31.9422,115.86
193/369 Hay Street,Perth,WA,6000,193/369 Hay Street Perth WA 6000,"$351,000",2021-04-01,Apartment,1,1,1,83,50,2009-01-01,$425pw,2021-03-01,Josh Roberts,-31.9574465,115.867509
195 Lake Street,Perth,WA,6000,195 Lake Street Perth WA 6000,"$860,000",2021-01-01,House,3,1,2,268,90,1920-01-01,0,1900-01-01,not recorded,-31.94214,115.86004
1D/811 Hay Street,Perth,WA,6000,1D/811 Hay Street Perth WA 6000,"$310,000",2020-07-01,Apartment,2,1,0,117,66,2001-01-01,0,1900-01-01,not recorded,-31.9531058,115.8553788
2/10 Smith Street,Perth,WA,6000,2/10 Smith Street Perth WA 6000,"$359,000",2020-01-01,Apartment,1,1,1,93,58,1925-01-01,$350pw,2019-01-01,not recorded,-31.9432903,115.8704985
2/128 Mounts Bay Road,Perth,WA,6000,2/128 Mounts Bay Road Perth WA 6000,"$302,000",2020-11-01,Apartment,1,1,1,121,87,2001-01-01,$380pw,2020-09-01,not recorded,-31.9560448,115.8469777
2/142 Palmerston Street,Perth,WA,6000,2/142 Palmerston Street Perth WA 6000,"$770,000",2021-05-01,House,3,3,2,244,178,1999-01-01,$500pw,2009-12-01,Claude Iaconi,-31.94046,115.85943
2/296 Newcastle Street,Perth,WA,6000,2/296 Newcastle Street Perth WA 6000,"$420,000",2020-02-01,Apartment,2,2,1,116,97,2005-01-01,0,1900-01-01,not recorded,-31.9443215,115.8575017
20/569 Wellington Street,Perth,WA,6000,20/569 Wellington Street Perth WA 6000,"$360,500",2021-05-01,House,1,1,0,79,73,2001-01-01,$345pw,2020-02-01,not recorded,-31.9510977,115.8561876
200 Bulwer Street,Perth,WA,6000,200 Bulwer Street Perth WA 6000,"$940,000",2020-01-01,House,2,1,1,408,125,1935-01-01,0,1900-01-01,not recorded,-31.9404358,115.8628741
2006/1 Geoffrey Bolton Avenue,Perth,WA,6000,2006/1 Geoffrey Bolton Avenue Perth WA 6000,"$1,500,000",2021-02-01,Apartment,3,2,2,140,105,2019-01-01,$1000pw,2020-04-01,not recorded,-31.9577875,115.8585417
2009/11 Barrack Square,Perth,WA,6000,2009/11 Barrack Square Perth WA 6000,"$1,300,000",2021-06-01,Apartment,3,3,2,165,133,2019-01-01,0,1900-01-01,Amy Di Vincenzo,-31.9592445,115.8575137
202/126 Mounts Bay Road,Perth,WA,6000,202/126 Mounts Bay Road Perth WA 6000,"$220,000",2020-03-01,Apartment,2,1,1,57,51,2005-01-01,0,1900-01-01,not recorded,-31.9561969,115.8471256
204/126 Mounts Bay Road,Perth,WA,6000,204/126 Mounts Bay Road Perth WA 6000,"$210,000",2021-03-01,Apartment,1,1,0,58,51,2001-01-01,0,1900-01-01,Brendon Habak,-31.9561886,115.8471018
206A Bulwer Street,Perth,WA,6000,206A Bulwer Street Perth WA 6000,"$680,500",2020-11-01,House,3,2,2,236,160,1996-01-01,$410pw,2017-04-01,not recorded,-31.94027,115.86261
207/112 Mounts Bay Road,Perth,WA,6000,207/112 Mounts Bay Road Perth WA 6000,"$240,000",2020-03-01,Apartment,1,1,1,68,50,1998-01-01,$390pw,2016-09-01,not recorded,-31.9549066,115.8482831
21 Brookman Street,Perth,WA,6000,21 Brookman Street Perth WA 6000,"$660,000",2019-12-01,House,3,1,1,304,135,1950-01-01,$550pw,2015-04-01,not recorded,-31.9436877,115.8609473
21 Myrtle Street,Perth,WA,6000,21 Myrtle Street Perth WA 6000,"$802,000",2021-07-01,Townhouse,3,1,2,104,93,1981-01-01,$590pw,2018-10-01,Annette O'Brien-Oxley,-31.93946,115.85827
21/128 Mounts Bay Road,Perth,WA,6000,21/128 Mounts Bay Road Perth WA 6000,"$515,000",2020-02-01,Apartment,3,2,2,159,107,2001-01-01,0,1900-01-01,not recorded,-31.9561591,115.8470469
21/378 Beaufort Street,Perth,WA,6000,21/378 Beaufort Street Perth WA 6000,"$420,000",2020-12-01,House,2,2,1,95,68,2012-01-01,$400pw,2018-07-01,not recorded,-31.9421489,115.8676567
21/99 Palmerston Street,Perth,WA,6000,21/99 Palmerston Street Perth WA 6000,"$440,000",2021-04-01,Apartment,1,1,1,83,53,2017-01-01,0,1900-01-01,Claude Iaconi,-31.94167,115.8578
217 Brisbane Street,Perth,WA,6000,217 Brisbane Street Perth WA 6000,"$770,000",2020-03-01,House,2,1,1,219,75,1940-01-01,$550pw,2020-04-01,not recorded,-31.9416256,115.8599282
22/128 Mounts Bay Road,Perth,WA,6000,22/128 Mounts Bay Road Perth WA 6000,"$729,500",2019-11-01,Apartment,3,2,2,287,152,2001-01-01,0,1900-01-01,not recorded,-31.9561591,115.8470469
22/132 Terrace Road,Perth,WA,6000,22/132 Terrace Road Perth WA 6000,"$658,000",2020-12-01,Apartment,2,2,2,135,89,2007-01-01,$680pw,2016-05-01,not recorded,-31.959182,115.8655845
22/150 Stirling Street,Perth,WA,6000,22/150 Stirling Street Perth WA 6000,"$278,000",2020-08-01,Apartment,1,1,1,146,82,2006-01-01,$340pw,2020-07-01,not recorded,-31.9478096,115.8656235
22/226 Beaufort Street,Perth,WA,6000,22/226 Beaufort Street Perth WA 6000,"$295,800",2019-12-01,Apartment,1,1,1,90,59,2011-01-01,0,1900-01-01,not recorded,-31.9459945,115.8653102
22/59 Brewer Street,Perth,WA,6000,22/59 Brewer Street Perth WA 6000,"$435,000",2020-12-01,Apartment,2,2,1,126,89,2009-01-01,$595pw,2021-02-01,not recorded,-31.9466263,115.868396
22/65 Milligan Street,Perth,WA,6000,22/65 Milligan Street Perth WA 6000,"$423,000",2021-02-01,Apartment,2,1,1,100,66,2008-01-01,$625pw,2013-11-01,Emma Oliver,-31.9502606,115.8518421
226 Brisbane Street,Perth,WA,6000,226 Brisbane Street Perth WA 6000,"$620,000",2020-02-01,House,2,1,1,490,113,1983-01-01,0,1900-01-01,not recorded,-31.9411068,115.8597434
23 Knebworth Avenue,Perth,WA,6000,23 Knebworth Avenue Perth WA 6000,"$735,000",2020-10-01,House,2,1,0,264,113,1925-01-01,$500pw,2020-05-01,Rob Edwards,-31.9405591,115.864734
23/22 St Georges Terrace,Perth,WA,6000,23/22 St Georges Terrace Perth WA 6000,"$453,000",2020-04-01,Apartment,2,2,1,120,91,2009-01-01,$750pw,2012-08-01,not recorded,-31.9564827,115.8638659
23/474 Murray Street,Perth,WA,6000,23/474 Murray Street Perth WA 6000,"$370,000",2021-05-01,Apartment,1,1,1,87,60,2008-01-01,$370pw,2019-07-01,not recorded,-31.9503296,115.8517605
23/59 Brewer Street,Perth,WA,6000,23/59 Brewer Street Perth WA 6000,"$415,000",2021-02-01,Apartment,2,2,1,114,81,2009-01-01,$470pw,2015-08-01,Peter Wildermoth,-31.9466263,115.868396
231 Lake Street,Perth,WA,6000,231 Lake Street Perth WA 6000,"$1,070,000",2019-12-01,House,4,1,1,617,137,1920-01-01,$495pw,2017-02-01,not recorded,-31.9405795,115.8610719
2418/380 Murray Street,Perth,WA,6000,2418/380 Murray Street Perth WA 6000,"$393,000",2020-05-01,Apartment,1,1,0,50,35,2020-01-01,$420pw,2020-11-01,not recorded,-31.9511862,115.8542076
247 Lake Street,Perth,WA,6000,247 Lake Street Perth WA 6000,"$1,080,000",2020-11-01,House,2,2,2,323,162,2003-01-01,0,1900-01-01,not recorded,-31.93987,115.86154
25 Moir Street,Perth,WA,6000,25 Moir Street Perth WA 6000,"$784,000",2020-08-01,House,3,1,1,278,113,1920-01-01,$470pw,2019-01-01,not recorded,-31.9430712,115.8605024
25/226 Beaufort Street,Perth,WA,6000,25/226 Beaufort Street Perth WA 6000,"$490,000",2021-06-01,House,2,2,1,110,81,2011-01-01,$460pw,2019-11-01,not recorded,-31.9459945,115.8653102
25/569 Wellington Street,Perth,WA,6000,25/569 Wellington Street Perth WA 6000,"$480,000",2020-08-01,Apartment,2,1,1,125,98,2001-01-01,$450pw,2018-11-01,not recorded,-31.9510977,115.8561876
