address,suburb,state,postcode,full_address,price,sold_date,type,bedrooms,bathrooms,car_space,Land_size,Building_size,built_date,rent,rent_date,agent,lat,lng
105/22 St Georges Terrace,Perth,WA,6000,105/22 St Georges Terrace Perth WA 6000,"$630,000",1/12/2019,Apartment,2,2,1,120,89,1/01/2009,$620pw,1/08/2018,not recorded,-31.9564827,115.8638659
106/580 Hay Street,Perth,WA,6000,106/580 Hay Street Perth WA 6000,"$425,000",1/03/2020,Apartment,1,1,1,120,82,1/01/2011,$520pw,1/01/2019,not recorded,-31.9546333,115.8609102
107/101 Murray Street,Perth,WA,6000,107/101 Murray Street Perth WA 6000,"$350,000",1/01/2021,Apartment,1,1,1,70,61,1/01/2011,$500pw,1/08/2017,Terry Lu,-31.9542262,115.8620192
108/126 Mounts Bay Road,Perth,WA,6000,108/126 Mounts Bay Road Perth WA 6000,"$220,000",1/12/2019,Apartment,1,1,0,59,57,1/01/2001,0,1/01/1900,not recorded,-31.9561886,115.8471018
109/15 Aberdeen Street,Perth,WA,6000,109/15 Aberdeen Street Perth WA 6000,"$330,000",1/06/2021,Apartment,1,1,1,77,47,1/01/2014,$370pw,1/03/2019,Cherry Li,-31.949662,115.8652097
10B/811 Hay Street,Perth,WA,6000,10B/811 Hay Street Perth WA 6000,"$255,000",1/12/2019,Apartment,1,1,0,59,53,1/01/2001,$300pw,1/03/2019,not recorded,-31.9531058,115.8553788
11 Lindsay Street,Perth,WA,6000,11 Lindsay Street Perth WA 6000,"$1,100,000",1/03/2021,House,3,2,2,240,155,1/01/2010,$780pw,1/01/2021,Meryl Carter,-31.946328,115.8630127
11/177 Stirling Street,Perth,WA,6000,11/177 Stirling Street Perth WA 6000,"$450,000",1/07/2021,Apartment,2,2,1,109,70,1/01/2012,$465pw,1/11/2016,Danielle Geagea,-31.9469,115.8655059
11/18 Robinson Avenue,Perth,WA,6000,11/18 Robinson Avenue Perth WA 6000,"$620,000",1/06/2021,Townhouse,3,1,1,201,139,1/01/2002,$475pw,1/09/2019,Graeme Correy,-31.9442746,115.8638426
11/2 Braid Street,Perth,WA,6000,11/2 Braid Street Perth WA 6000,"$450,000",1/03/2020,Apartment,2,2,2,870,104,1/01/2008,$550pw,1/02/2019,Mary Parker,-31.949183,115.8679775
11/2 Pisconeri Street,Perth,WA,6000,11/2 Pisconeri Street Perth WA 6000,"$375,000",1/03/2021,Apartment,2,1,1,100,74,1/01/2008,$360pw,1/09/2018,Dan Sharp,-31.9488756,115.8671946
11/32 Fielder Street,Perth,WA,6000,11/32 Fielder Street Perth WA 6000,"$450,000",1/04/2020,Apartment,2,2,2,123,84,1/01/2008,0,1/01/1900,not recorded,-31.9507574,115.8733864
11/75 Glendower Street,Perth,WA,6000,11/75 Glendower Street Perth WA 6000,"$290,000",1/05/2020,Apartment,2,1,1,63,60,1/01/1967,$330pw,1/01/2021,not recorded,-31.93913,115.86126
110/15 Aberdeen Street,Perth,WA,6000,110/15 Aberdeen Street Perth WA 6000,"$285,000",1/12/2019,Apartment,1,1,1,78,50,1/01/2014,$330pw,1/10/2019,not recorded,-31.949662,115.8652097
112 Bulwer Street,Perth,WA,6000,112 Bulwer Street Perth WA 6000,"$705,000",1/11/2019,House,2,1,1,87,91,1/01/1900,$580pw,1/05/2021,not recorded,-31.9421192,115.8665506
119 Summers Street,Perth,WA,6000,119 Summers Street Perth WA 6000,"$830,000",1/01/2020,House,3,1,0,506,125,1/01/1900,0,1/01/1900,not recorded,-31.9453239,115.8744723
12 Lane Street,Perth,WA,6000,12 Lane Street Perth WA 6000,"$780,000",1/10/2020,House,3,1,2,351,334,1/01/1930,$480pw,1/08/2014,not recorded,-31.9427099,115.8644867
12 Wade Street,Perth,WA,6000,12 Wade Street Perth WA 6000,"$680,000",1/01/2021,Townhouse,4,2,2,152,136,1/01/1996,$625pw,1/12/2015,Annie Kowal,-31.9424538,115.8639286
12/369 Hay Street,Perth,WA,6000,12/369 Hay Street Perth WA 6000,"$410,000",1/12/2020,Apartment,2,2,1,120,75,1/01/2009,$420pw,1/10/2016,not recorded,-31.9574465,115.867509
12/580 Hay Street,Perth,WA,6000,12/580 Hay Street Perth WA 6000,"$525,000",1/04/2020,Apartment,2,2,1,175,102,1/01/2011,$580pw,1/09/2019,not recorded,-31.9546333,115.8609102
12/71 Brewer Street,Perth,WA,6000,12/71 Brewer Street Perth WA 6000,"$420,000",1/10/2020,Apartment,2,2,1,114,78,1/01/2016,$390pw,1/11/2017,not recorded,-31.9461003,115.8673925
12/82 King Street,Perth,WA,6000,12/82 King Street Perth WA 6000,"$1,355,000",1/01/2021,Apartment,2,2,1,258,230,1/01/2003,0,1/01/1900,not recorded,-31.9509822,115.8557674
120/580 Hay Street,Perth,WA,6000,120/580 Hay Street Perth WA 6000,"$450,000",1/06/2020,Apartment,1,1,1,134,82,1/01/2011,$550pw,1/02/2020,not recorded,-31.9546333,115.8609102
1205/237 Adelaide Terrace,Perth,WA,6000,1205/237 Adelaide Terrace Perth WA 6000,"$465,000",1/11/2019,Apartment,2,2,1,106,78,1/01/2010,0,1/01/1900,not recorded,-31.9584671,115.8667534
123 Glendower Street,Perth,WA,6000,123 Glendower Street Perth WA 6000,"$975,000",1/12/2020,House,4,2,2,278,161,1/01/1900,0,1/01/1900,Matt Seabrook,-31.93808,115.85876
124/138 Barrack Street,Perth,WA,6000,124/138 Barrack Street Perth WA 6000,"$460,000",1/01/2021,Unit,3,2,1,145,119,1/01/2006,$500pw,1/04/2019,Brent Compton,-31.9527337,115.8612886
127/369 Hay Street,Perth,WA,6000,127/369 Hay Street Perth WA 6000,"$325,000",1/09/2020,Apartment,1,1,1,83,50,1/01/2009,$410pw,1/12/2020,not recorded,-31.9574465,115.867509
13/118 Mounts Bay Road,Perth,WA,6000,13/118 Mounts Bay Road Perth WA 6000,"$390,000",1/05/2021,Apartment,2,1,1,136,104,1/01/1999,0,1/01/1900,Brendon Habak,-31.9552607,115.8477979
13/154 Newcastle Street,Perth,WA,6000,13/154 Newcastle Street Perth WA 6000,"$189,000",1/12/2019,Apartment,1,1,1,83,57,1/01/2009,0,1/01/1900,not recorded,-31.9471039,115.8637289
132/250 Beaufort Street,Perth,WA,6000,132/250 Beaufort Street Perth WA 6000,"$341,000",1/09/2020,Apartment,2,1,1,98,72,1/01/2006,0,1/01/1900,not recorded,-31.9452003,115.8655478
14 Hope Street,Perth,WA,6000,14 Hope Street Perth WA 6000,"$790,000",1/11/2020,House,2,1,2,409,131,1/01/1930,0,1/01/1900,Nadija Begovich,-31.9419271,115.8593044
14/120 Terrace Road,Perth,WA,6000,14/120 Terrace Road Perth WA 6000,"$225,000",1/11/2019,Unit,1,1,1,43,43,1/01/1960,$290pw,1/03/2020,not recorded,-31.9596556,115.866848
14/122 Mounts Bay Road,Perth,WA,6000,14/122 Mounts Bay Road Perth WA 6000,"$365,000",1/03/2020,Apartment,2,2,1,102,80,1/01/2002,0,1/01/1900,not recorded,-31.9554372,115.8474284
14/130 Terrace Road,Perth,WA,6000,14/130 Terrace Road Perth WA 6000,"$320,000",1/07/2020,Apartment,2,1,1,67,67,1/01/1956,$360pw,1/03/2021,not recorded,-31.9594427,115.8659238
14/180 Stirling Street,Perth,WA,6000,14/180 Stirling Street Perth WA 6000,"$335,000",1/05/2021,House,1,1,1,81,48,1/01/2013,$360pw,1/08/2020,not recorded,-31.9470657,115.8661848
14/34 PALMERSTON Street,Perth,WA,6000,14/34 PALMERSTON Street Perth WA 6000,"$630,000",1/12/2019,Apartment,2,2,1,153,110,1/01/1999,0,1/01/1900,not recorded,-31.9438988,115.8577122
14/378 Beaufort Street,Perth,WA,6000,14/378 Beaufort Street Perth WA 6000,"$335,000",1/05/2021,Apartment,1,1,1,93,52,1/01/2012,$340pw,1/12/2020,Dean Sims,-31.9421489,115.8676567
14/45-47 Stuart Street,Perth,WA,6000,14/45-47 Stuart Street Perth WA 6000,"$735,000",1/06/2020,Townhouse,3,2,2,243,,1/01/2008,$750pw,1/06/2013,not recorded,-31.9421086,115.855896
1416/380 Murray Street,Perth,WA,6000,1416/380 Murray Street Perth WA 6000,"$461,000",1/02/2020,Apartment,1,1,1,72,43,1/01/2020,$485pw,1/07/2020,not recorded,-31.9511862,115.8542076
15/114 Terrace Road,Perth,WA,6000,15/114 Terrace Road Perth WA 6000,"$210,000",1/01/2021,Villa,1,1,0,54,54,1/01/1945,$250pw,1/09/2016,Davide Palermo,-31.959762,115.8673101
15/229 Adelaide Terrace,Perth,WA,6000,15/229 Adelaide Terrace Perth WA 6000,"$650,000",1/01/2021,Apartment,2,2,2,905,96,1/01/2008,$750pw,1/01/2021,Chris O'Brien,-31.9587233,115.8674744
15/34 Palmerston Street,Perth,WA,6000,15/34 Palmerston Street Perth WA 6000,"$645,000",1/12/2019,Townhouse,2,2,1,135,127,1/01/1999,0,1/01/1900,not recorded,-31.9438988,115.8577122
1-5/55 Gladstone Street,Perth,WA,6000,1-5/55 Gladstone Street Perth WA 6000,"$1,220,000",1/08/2020,House,1,1,1,110,80,1/01/1999,0,1/01/1900,not recorded,-31.9467168,115.8720695
1503/105 Stirling Street,Perth,WA,6000,1503/105 Stirling Street Perth WA 6000,"$530,000",1/08/2020,Apartment,2,2,2,116,90,1/01/2017,0,1/01/1900,not recorded,-31.949025,115.8638405
1506/105 Stirling Street,Perth,WA,6000,1506/105 Stirling Street Perth WA 6000,"$520,000",1/01/2020,Apartment,2,2,2,122,96,1/01/2017,$610pw,1/03/2018,not recorded,-31.949025,115.8638405
1514/380 Murray Street,Perth,WA,6000,1514/380 Murray Street Perth WA 6000,"$602,000",1/02/2020,Apartment,2,1,1,87,59,1/01/2020,$550pw,1/04/2020,not recorded,-31.9511862,115.8542076
154A Lake Street,Perth,WA,6000,154A Lake Street Perth WA 6000,"$712,500",1/11/2020,House,3,2,2,190,125,1/01/1995,$595pw,1/04/2017,not recorded,-31.9437627,115.8595489
157/15 Aberdeen Street,Perth,WA,6000,157/15 Aberdeen Street Perth WA 6000,"$470,000",1/01/2021,Apartment,1,1,1,98,69,1/01/2014,$480pw,1/02/2021,Ashby Farrell,-31.949662,115.8652097
159/369 Hay Street,Perth,WA,6000,159/369 Hay Street Perth WA 6000,"$470,000",1/12/2020,Apartment,2,2,2,137,77,1/01/2009,$675pw,1/10/2014,not recorded,-31.9574465,115.867509
15a/120-122 Lake Street,Perth,WA,6000,15a/120-122 Lake Street Perth WA 6000,"$360,000",1/12/2020,Apartment,2,1,1,109,83,1/01/1994,0,1/01/1900,Nik Zounis,-31.9447634,115.8592993
16 Hope Street,Perth,WA,6000,16 Hope Street Perth WA 6000,"$845,000",1/01/2020,House,3,1,2,403,129,1/01/1930,$380pw,1/08/2009,Nadija Begovich,-31.94166,115.8589
16 Robinson Avenue,Perth,WA,6000,16 Robinson Avenue Perth WA 6000,"$760,000",1/06/2020,House,3,2,2,305,116,1/01/1993,$768pw,1/01/2017,not recorded,-31.9442642,115.8640398
16/122 Terrace Road,Perth,WA,6000,16/122 Terrace Road Perth WA 6000,"$200,000",1/04/2021,Apartment,1,1,1,34,34,1/01/1961,$250pw,1/04/2009,Josh Roberts,-31.9595615,115.8667094
16/250 Beaufort Street,Perth,WA,6000,16/250 Beaufort Street Perth WA 6000,"$345,000",1/03/2020,Apartment,2,1,1,116,72,1/01/2005,$390pw,1/07/2010,not recorded,-31.9452003,115.8655478
16/448 Murray Street,Perth,WA,6000,16/448 Murray Street Perth WA 6000,"$335,000",1/06/2020,Apartment,2,1,1,90,70,1/01/2005,$450pw,1/01/2016,not recorded,-31.9506456,115.8525923
16/580 Hay Street,Perth,WA,6000,16/580 Hay Street Perth WA 6000,"$470,000",1/10/2020,Apartment,2,2,1,142,100,1/01/2011,$520pw,1/05/2020,not recorded,-31.9546333,115.8609102
16/8 James Street,Perth,WA,6000,16/8 James Street Perth WA 6000,"$330,000",1/03/2021,Apartment,2,1,1,533,87,1/01/1996,$395pw,1/03/2017,Brendan Smith,-31.95114,115.86443
166 Lake Street,Perth,WA,6000,166 Lake Street Perth WA 6000,"$1,000,000",1/07/2020,House,3,2,1,197,188,1/01/1897,0,1/01/1900,Daniel Porcaro,-31.9433325,115.8599602
167 Lake Street,Perth,WA,6000,167 Lake Street Perth WA 6000,"$1,825,000",1/12/2020,House,5,2,1,369,309,1/01/1902,0,1/01/1900,not recorded,-31.9429874,115.8595106
17/116 Mounts Bay Road,Perth,WA,6000,17/116 Mounts Bay Road Perth WA 6000,"$350,000",1/03/2021,Apartment,2,1,1,111,82,1/01/1999,$400pw,1/11/2016,not recorded,-31.9555238,115.8480636
17/34 Bulwer Street,Perth,WA,6000,17/34 Bulwer Street Perth WA 6000,"$300,000",1/06/2021,Apartment,2,1,1,71,71,1/01/1978,0,1/01/1900,Josh Roberts,-31.9436386,115.8705492
17/34 Palmerston Street,Perth,WA,6000,17/34 Palmerston Street Perth WA 6000,"$620,000",1/06/2021,Apartment,2,2,2,147,118,1/01/1910,$500pw,1/03/2017,Nadija Begovich,-31.9438988,115.8577122
172 Lake Street,Perth,WA,6000,172 Lake Street Perth WA 6000,"$1,050,000",1/06/2021,House,3,2,0,195,208,1/01/1897,0,1/01/1900,Daniel Porcaro,-31.9431637,115.8599975
18 Church Street,Perth,WA,6000,18 Church Street Perth WA 6000,"$890,000",1/05/2021,House,2,1,1,176,101,1/01/1920,$590pw,1/05/2021,Shaun Pratt,-31.9434635,115.858334
18/118 Mounts Bay Road,Perth,WA,6000,18/118 Mounts Bay Road Perth WA 6000,"$285,000",1/12/2020,Apartment,2,1,1,97,76,1/01/1999,$415pw,1/06/2017,not recorded,-31.9552607,115.8477979
18/124 Mounts Bay Road,Perth,WA,6000,18/124 Mounts Bay Road Perth WA 6000,"$500,000",1/02/2021,Apartment,2,2,1,130,93,1/01/2006,0,1/01/1900,Sean Roberts,-31.95579,115.8476015
18/145 Newcastle Street,Perth,WA,6000,18/145 Newcastle Street Perth WA 6000,"$455,000",1/02/2020,Apartment,3,2,1,159,102,1/01/2009,$550pw,1/02/2019,not recorded,-31.9468953,115.8618461
18/150 Stirling Street,Perth,WA,6000,18/150 Stirling Street Perth WA 6000,"$310,000",1/10/2020,Apartment,2,1,1,146,83,1/01/2006,$350pw,1/07/2018,not recorded,-31.9478096,115.8656235
18/369 Hay Street,Perth,WA,6000,18/369 Hay Street Perth WA 6000,"$500,000",1/10/2019,Apartment,3,2,2,189,99,1/01/2009,0,1/01/1900,Realmark Central,-31.957095,115.8671022
180/471 Hay Street,Perth,WA,6000,180/471 Hay Street Perth WA 6000,"$660,000",1/01/2020,Apartment,3,2,2,177,127,1/01/2009,$680pw,1/09/2020,not recorded,-31.9560825,115.8641448
1805/237 Adelaide Terrace,Perth,WA,6000,1805/237 Adelaide Terrace Perth WA 6000,"$500,000",1/08/2020,Apartment,2,2,1,110,78,1/01/2011,$500pw,1/11/2019,not recorded,-31.9584671,115.8667534
181/369 Hay Street,Perth,WA,6000,181/369 Hay Street Perth WA 6000,"$440,000",1/04/2020,Apartment,2,2,2,136,77,1/01/2009,$420pw,1/04/2020,not recorded,-31.9574465,115.867509
19/124 Mounts Bay Road,Perth,WA,6000,19/124 Mounts Bay Road Perth WA 6000,"$520,000",1/10/2020,Apartment,3,2,1,158,120,1/01/2006,$600pw,1/11/2018,not recorded,-31.95579,115.8476015
19/34 Palmerston Street,Perth,WA,6000,19/34 Palmerston Street Perth WA 6000,"$650,000",1/11/2020,Unit,2,2,2,198,151,1/01/1999,$520pw,1/11/2018,not recorded,-31.9438988,115.8577122
19/65 Palmerston Street,Perth,WA,6000,19/65 Palmerston Street Perth WA 6000,"$575,000",1/04/2020,Townhouse,3,2,2,378,118,1/01/2000,$480pw,1/11/2018,not recorded,-31.9431166,115.8571209
19/8 James Street,Perth,WA,6000,19/8 James Street Perth WA 6000,"$275,000",1/11/2019,House,2,1,1,533,87,1/01/1996,$370pw,1/04/2017,not recorded,-31.95114,115.86443
1906/105 Stirling Street,Perth,WA,6000,1906/105 Stirling Street Perth WA 6000,"$535,000",1/01/2020,Apartment,2,2,2,122,96,1/01/2017,0,1/01/1900,not recorded,-31.949025,115.8638405
193 Lake Street,Perth,WA,6000,193 Lake Street Perth WA 6000,"$820,000",1/08/2020,House,3,1,0,273,90,1/01/1920,0,1/01/1900,not recorded,-31.9422,115.86
193/369 Hay Street,Perth,WA,6000,193/369 Hay Street Perth WA 6000,"$351,000",1/04/2021,Apartment,1,1,1,83,50,1/01/2009,$425pw,1/03/2021,Josh Roberts,-31.9574465,115.867509
195 Lake Street,Perth,WA,6000,195 Lake Street Perth WA 6000,"$860,000",1/01/2021,House,3,1,2,268,90,1/01/1920,0,1/01/1900,not recorded,-31.94214,115.86004
1D/811 Hay Street,Perth,WA,6000,1D/811 Hay Street Perth WA 6000,"$310,000",1/07/2020,Apartment,2,1,0,117,66,1/01/2001,0,1/01/1900,not recorded,-31.9531058,115.8553788
2/10 Smith Street,Perth,WA,6000,2/10 Smith Street Perth WA 6000,"$359,000",1/01/2020,Apartment,1,1,1,93,58,1/01/1925,$350pw,1/01/2019,not recorded,-31.9432903,115.8704985
2/128 Mounts Bay Road,Perth,WA,6000,2/128 Mounts Bay Road Perth WA 6000,"$302,000",1/11/2020,Apartment,1,1,1,121,87,1/01/2001,$380pw,1/09/2020,not recorded,-31.9560448,115.8469777
2/142 Palmerston Street,Perth,WA,6000,2/142 Palmerston Street Perth WA 6000,"$770,000",1/05/2021,House,3,3,2,244,178,1/01/1999,$500pw,1/12/2009,Claude Iaconi,-31.94046,115.85943
2/296 Newcastle Street,Perth,WA,6000,2/296 Newcastle Street Perth WA 6000,"$420,000",1/02/2020,Apartment,2,2,1,116,97,1/01/2005,0,1/01/1900,not recorded,-31.9443215,115.8575017
20/569 Wellington Street,Perth,WA,6000,20/569 Wellington Street Perth WA 6000,"$360,500",1/05/2021,House,1,1,0,79,73,1/01/2001,$345pw,1/02/2020,not recorded,-31.9510977,115.8561876
200 Bulwer Street,Perth,WA,6000,200 Bulwer Street Perth WA 6000,"$940,000",1/01/2020,House,2,1,1,408,125,1/01/1935,0,1/01/1900,not recorded,-31.9404358,115.8628741
2006/1 Geoffrey Bolton Avenue,Perth,WA,6000,2006/1 Geoffrey Bolton Avenue Perth WA 6000,"$1,500,000",1/02/2021,Apartment,3,2,2,140,105,1/01/2019,$1000pw,1/04/2020,not recorded,-31.9577875,115.8585417
2009/11 Barrack Square,Perth,WA,6000,2009/11 Barrack Square Perth WA 6000,"$1,300,000",1/06/2021,Apartment,3,3,2,165,133,1/01/2019,0,1/01/1900,Amy Di Vincenzo,-31.9592445,115.8575137
202/126 Mounts Bay Road,Perth,WA,6000,202/126 Mounts Bay Road Perth WA 6000,"$220,000",1/03/2020,Apartment,2,1,1,57,51,1/01/2005,0,1/01/1900,not recorded,-31.9561969,115.8471256
204/126 Mounts Bay Road,Perth,WA,6000,204/126 Mounts Bay Road Perth WA 6000,"$210,000",1/03/2021,Apartment,1,1,0,58,51,1/01/2001,0,1/01/1900,Brendon Habak,-31.9561886,115.8471018
206A Bulwer Street,Perth,WA,6000,206A Bulwer Street Perth WA 6000,"$680,500",1/11/2020,House,3,2,2,236,160,1/01/1996,$410pw,1/04/2017,not recorded,-31.94027,115.86261
207/112 Mounts Bay Road,Perth,WA,6000,207/112 Mounts Bay Road Perth WA 6000,"$240,000",1/03/2020,Apartment,1,1,1,68,50,1/01/1998,$390pw,1/09/2016,not recorded,-31.9549066,115.8482831
21 Brookman Street,Perth,WA,6000,21 Brookman Street Perth WA 6000,"$660,000",1/12/2019,House,3,1,1,304,135,1/01/1950,$550pw,1/04/2015,not recorded,-31.9436877,115.8609473
21 Myrtle Street,Perth,WA,6000,21 Myrtle Street Perth WA 6000,"$802,000",1/07/2021,Townhouse,3,1,2,104,93,1/01/1981,$590pw,1/10/2018,Annette O'Brien-Oxley,-31.93946,115.85827
21/128 Mounts Bay Road,Perth,WA,6000,21/128 Mounts Bay Road Perth WA 6000,"$515,000",1/02/2020,Apartment,3,2,2,159,107,1/01/2001,0,1/01/1900,not recorded,-31.9561591,115.8470469
21/378 Beaufort Street,Perth,WA,6000,21/378 Beaufort Street Perth WA 6000,"$420,000",1/12/2020,House,2,2,1,95,68,1/01/2012,$400pw,1/07/2018,not recorded,-31.9421489,115.8676567
21/99 Palmerston Street,Perth,WA,6000,21/99 Palmerston Street Perth WA 6000,"$440,000",1/04/2021,Apartment,1,1,1,83,53,1/01/2017,0,1/01/1900,Claude Iaconi,-31.94167,115.8578
217 Brisbane Street,Perth,WA,6000,217 Brisbane Street Perth WA 6000,"$770,000",1/03/2020,House,2,1,1,219,75,1/01/1940,$550pw,1/04/2020,not recorded,-31.9416256,115.8599282
22/128 Mounts Bay Road,Perth,WA,6000,22/128 Mounts Bay Road Perth WA 6000,"$729,500",1/11/2019,Apartment,3,2,2,287,152,1/01/2001,0,1/01/1900,not recorded,-31.9561591,115.8470469
22/132 Terrace Road,Perth,WA,6000,22/132 Terrace Road Perth WA 6000,"$658,000",1/12/2020,Apartment,2,2,2,135,89,1/01/2007,$680pw,1/05/2016,not recorded,-31.959182,115.8655845
22/150 Stirling Street,Perth,WA,6000,22/150 Stirling Street Perth WA 6000,"$278,000",1/08/2020,Apartment,1,1,1,146,82,1/01/2006,$340pw,1/07/2020,not recorded,-31.9478096,115.8656235
22/226 Beaufort Street,Perth,WA,6000,22/226 Beaufort Street Perth WA 6000,"$295,800",1/12/2019,Apartment,1,1,1,90,59,1/01/2011,0,1/01/1900,not recorded,-31.9459945,115.8653102
22/59 Brewer Street,Perth,WA,6000,22/59 Brewer Street Perth WA 6000,"$435,000",1/12/2020,Apartment,2,2,1,126,89,1/01/2009,$595pw,1/02/2021,not recorded,-31.9466263,115.868396
22/65 Milligan Street,Perth,WA,6000,22/65 Milligan Street Perth WA 6000,"$423,000",1/02/2021,Apartment,2,1,1,100,66,1/01/2008,$625pw,1/11/2013,Emma Oliver,-31.9502606,115.8518421
226 Brisbane Street,Perth,WA,6000,226 Brisbane Street Perth WA 6000,"$620,000",1/02/2020,House,2,1,1,490,113,1/01/1983,0,1/01/1900,not recorded,-31.9411068,115.8597434
23 Knebworth Avenue,Perth,WA,6000,23 Knebworth Avenue Perth WA 6000,"$735,000",1/10/2020,House,2,1,0,264,113,1/01/1925,$500pw,1/05/2020,Rob Edwards,-31.9405591,115.864734
23/22 St Georges Terrace,Perth,WA,6000,23/22 St Georges Terrace Perth WA 6000,"$453,000",1/04/2020,Apartment,2,2,1,120,91,1/01/2009,$750pw,1/08/2012,not recorded,-31.9564827,115.8638659
23/474 Murray Street,Perth,WA,6000,23/474 Murray Street Perth WA 6000,"$370,000",1/05/2021,Apartment,1,1,1,87,60,1/01/2008,$370pw,1/07/2019,not recorded,-31.9503296,115.8517605
23/59 Brewer Street,Perth,WA,6000,23/59 Brewer Street Perth WA 6000,"$415,000",1/02/2021,Apartment,2,2,1,114,81,1/01/2009,$470pw,1/08/2015,Peter Wildermoth,-31.9466263,115.868396
231 Lake Street,Perth,WA,6000,231 Lake Street Perth WA 6000,"$1,070,000",1/12/2019,House,4,1,1,617,137,1/01/1920,$495pw,1/02/2017,not recorded,-31.9405795,115.8610719
2418/380 Murray Street,Perth,WA,6000,2418/380 Murray Street Perth WA 6000,"$393,000",1/05/2020,Apartment,1,1,0,50,35,1/01/2020,$420pw,1/11/2020,not recorded,-31.9511862,115.8542076
247 Lake Street,Perth,WA,6000,247 Lake Street Perth WA 6000,"$1,080,000",1/11/2020,House,2,2,2,323,162,1/01/2003,0,1/01/1900,not recorded,-31.93987,115.86154
25 Moir Street,Perth,WA,6000,25 Moir Street Perth WA 6000,"$784,000",1/08/2020,House,3,1,1,278,113,1/01/1920,$470pw,1/01/2019,not recorded,-31.9430712,115.8605024
25/226 Beaufort Street,Perth,WA,6000,25/226 Beaufort Street Perth WA 6000,"$490,000",1/06/2021,House,2,2,1,110,81,1/01/2011,$460pw,1/11/2019,not recorded,-31.9459945,115.8653102
25/569 Wellington Street,Perth,WA,6000,25/569 Wellington Street Perth WA 6000,"$480,000",1/08/2020,Apartment,2,1,1,125,98,1/01/2001,$450pw,1/11/2018,not recorded,-31.9510977,115.8561876
