address,suburb,state,postcode,full_address,price,sold_date,type,bedrooms,bathrooms,car_space,Land_size,Building_size,built_date,rent,rent_date,agent,lat,lng
21/35 Wellington Street,East Perth,WA,6004,21/35 Wellington Street East Perth WA 6004,"$350,000",1/05/2021,Apartment,1,1,1,70,53,1/01/2015,0,1/01/1900,not recorded,-31.9569172,115.8744173
48/128 Adelaide Terrace,East Perth,WA,6004,48/128 Adelaide Terrace East Perth WA 6004,"$425,000",1/05/2021,Apartment,2,2,1,118,82,1/01/2007,$490pw,1/03/2021,Cherry Li,-31.9599276,115.8731092
18/1 Henry Lawson Walk,East Perth,WA,6004,18/1 Henry Lawson Walk East Perth WA 6004,"$699,000",1/05/2021,Apartment,2,2,1,139,107,1/01/1999,$500pw,1/01/2020,Brendan Smith,-31.9512153,115.8804099
40/34 East Parade,East Perth,WA,6004,40/34 East Parade East Perth WA 6004,"$419,000",1/05/2021,Apartment,1,1,1,87,53,1/01/2018,0,1/01/1900,Peter Wright,-31.9502251,115.8771398
13/118 Royal Street,East Perth,WA,6004,13/118 Royal Street East Perth WA 6004,"$600,000",1/05/2021,Apartment,2,2,2,162,122,1/01/2006,$525pw,1/07/2020,Brendan Smith,-31.9527141,115.8750499
81/42 Terrace Road,East Perth,WA,6004,81/42 Terrace Road East Perth WA 6004,"$465,000",1/05/2021,Apartment,1,2,1,110,74,1/01/2002,$700pw,1/01/2013,Tony Choong,-31.9614785,115.8719771
11/28 Bronte Street,East Perth,WA,6004,11/28 Bronte Street East Perth WA 6004,"$500,000",1/05/2021,Apartment,3,2,2,135,94,1/01/2001,0,1/01/1900,not recorded,-31.9555321,115.8754195
5/5 Bramal Street,East Perth,WA,6004,5/5 Bramal Street East Perth WA 6004,"$485,000",1/05/2021,Apartment,2,2,1,138,97,1/01/2016,0,1/01/1900,Chris Kots,-31.9443013,115.8785501
35/11 Bennett Street,East Perth,WA,6004,35/11 Bennett Street East Perth WA 6004,"$270,000",1/05/2021,Apartment,1,1,1,87,58,1/01/2008,$420pw,1/03/2017,Melissa Crash,-31.960182,115.870792
19/52 Wickham Street,East Perth,WA,6004,19/52 Wickham Street East Perth WA 6004,"$620,000",1/05/2021,Apartment,3,3,2,116,92,1/01/2012,$620pw,1/04/2016,Daniel Porcaro,-31.9540785,115.8745099
1007/108 Terrace Road,East Perth,WA,6004,1007/108 Terrace Road East Perth WA 6004,"$850,000",1/05/2021,Apartment,3,2,1,147,119,1/01/2003,0,1/01/1900,Peter Wright,-31.9600184,115.8677491
1 Gardiner Street,East Perth,WA,6004,1 Gardiner Street East Perth WA 6004,"$1,530,000",1/05/2021,House,3,1,2,883,148,1/01/1920,0,1/01/1900,not recorded,-31.9417547,115.8798323
108/90 Terrace Road,East Perth,WA,6004,108/90 Terrace Road East Perth WA 6004,"$1,290,000",1/05/2021,Apartment,3,3,2,199,136,1/01/2013,0,1/01/1900,not recorded,-31.9602559,115.8693202
1904/63 Adelaide Terrace,East Perth,WA,6004,1904/63 Adelaide Terrace East Perth WA 6004,"$425,000",1/05/2021,Apartment,1,1,1,80,47,1/01/2019,0,1/01/1900,Peter Wright,-31.9611813,115.8749575
72/193 Hay Street,East Perth,WA,6004,72/193 Hay Street East Perth WA 6004,"$275,000",1/05/2021,Apartment,2,1,1,97,82,1/01/2000,0,1/01/1900,Joel Cooper,-31.9591622,115.8732016
31/7 Bennett Street,East Perth,WA,6004,31/7 Bennett Street East Perth WA 6004,"$425,000",1/05/2021,Apartment,2,2,1,114,91,1/01/2002,0,1/01/1900,Josh Roberts,-31.96037,115.87071
64/128 Adelaide Terrace,East Perth,WA,6004,64/128 Adelaide Terrace East Perth WA 6004,"$290,000",1/05/2021,Apartment,1,1,1,82,52,1/01/2006,$430pw,1/04/2009,Cherry Li,-31.9599276,115.8731092
9/2 Goderich Street,East Perth,WA,6004,9/2 Goderich Street East Perth WA 6004,"$340,000",1/05/2021,Apartment,2,1,1,84,87,1/01/1982,$350pw,1/05/2016,James Teh,-31.9578615,115.8750383
43/30 Bishops Row,East Perth,WA,6004,43/30 Bishops Row East Perth WA 6004,"$437,500",1/05/2021,Apartment,3,1,1,118,93,1/01/2000,$450pw,1/03/2021,Brendon Habak,-31.9559183,115.8701288
11/25 Haig Park Circle,East Perth,WA,6004,11/25 Haig Park Circle East Perth WA 6004,"$885,000",1/04/2021,Apartment,3,2,2,180,130,1/01/2000,$585pw,1/03/2018,not recorded,-31.9545233,115.8796706
8 Vanguard Terrace,East Perth,WA,6004,8 Vanguard Terrace East Perth WA 6004,"$3,000,000",1/04/2021,House,4,4,2,213,363,1/01/2000,0,1/01/1900,Brent Compton,-31.9533027,115.8823274
18/9 Tully Road,East Perth,WA,6004,18/9 Tully Road East Perth WA 6004,"$380,000",1/04/2021,Apartment,2,2,1,117,71,1/01/2018,0,1/01/1900,Willie Lim,-31.9488636,115.8772379
55/11 Regal Place,East Perth,WA,6004,55/11 Regal Place East Perth WA 6004,"$295,000",1/04/2021,Apartment,2,1,1,86,73,1/01/1999,$375pw,1/02/2021,Veljko Lazovic,-31.9537877,115.8770599
5/151 Adelaide Terrace,East Perth,WA,6004,5/151 Adelaide Terrace East Perth WA 6004,"$455,000",1/04/2021,Apartment,2,2,1,148,88,1/01/2008,$450pw,1/04/2018,Josh Roberts,-31.9601109,115.8717923
72/273 Hay Street,East Perth,WA,6004,72/273 Hay Street East Perth WA 6004,"$276,000",1/04/2021,Apartment,2,1,1,101,75,1/01/2002,$400pw,1/02/2021,not recorded,-31.9583156,115.8702443
81/273 HAY STREET,East Perth,WA,6004,81/273 HAY STREET East Perth WA 6004,"$290,000",1/04/2021,Apartment,2,1,1,99,73,1/01/2002,$375pw,1/01/2017,Steve Lally,-31.9583156,115.8702443
17/175 Hay Street,East Perth,WA,6004,17/175 Hay Street East Perth WA 6004,"$405,000",1/04/2021,Apartment,2,2,1,107,81,1/01/2005,$450pw,1/07/2019,not recorded,-31.9592473,115.8735713
38/99-105 Wellington Street,East Perth,WA,6004,38/99-105 Wellington Street East Perth WA 6004,"$349,500",1/04/2021,Apartment,2,1,1,116,86,1/01/1995,0,1/01/1900,not recorded,-31.95623,115.87205
9/100 Terrace Road,East Perth,WA,6004,9/100 Terrace Road East Perth WA 6004,"$785,000",1/04/2021,Apartment,3,2,2,193,123,1/01/2009,$800pw,1/12/2020,Peter Wright,-31.9603744,115.868396
23/18 Forrest Avenue,East Perth,WA,6004,23/18 Forrest Avenue East Perth WA 6004,"$580,000",1/04/2021,Apartment,4,2,2,115,113,1/01/1990,$520pw,1/11/2010,Brad Triplett,-31.9581819,115.8737099
98/148 Adelaide Terrace,East Perth,WA,6004,98/148 Adelaide Terrace East Perth WA 6004,"$590,000",1/04/2021,Apartment,2,2,2,127,81,1/01/2009,$500pw,1/10/2018,not recorded,-31.9596746,115.8723699
303/9 Tully Road,East Perth,WA,6004,303/9 Tully Road East Perth WA 6004,"$510,000",1/04/2021,Apartment,2,2,1,124,70,1/01/2019,0,1/01/1900,Brendan Smith,-31.9488636,115.8772379
1503/8 Adelaide Terrace,East Perth,WA,6004,1503/8 Adelaide Terrace East Perth WA 6004,"$450,000",1/04/2021,Apartment,2,1,1,68,68,1/01/2014,0,1/01/1900,Chris O'Brien,-31.96126,115.8771577
1809/63 Adelaide Terrace,East Perth,WA,6004,1809/63 Adelaide Terrace East Perth WA 6004,"$640,000",1/04/2021,Apartment,2,2,1,109,76,1/01/2019,0,1/01/1900,Cherry Li,-31.9611813,115.8749575
14/17 Wickham Street,East Perth,WA,6004,14/17 Wickham Street East Perth WA 6004,"$450,000",1/04/2021,Apartment,2,2,1,102,72,1/01/2019,$460pw,1/08/2020,Brad Raynor,-31.9550656,115.8761358
6/17 Wickham Street,East Perth,WA,6004,6/17 Wickham Street East Perth WA 6004,"$256,000",1/04/2021,Apartment,1,1,1,95,55,1/01/2019,0,1/01/1900,Brad Triplett,-31.9550656,115.8761358
30C/22 Nile Street,East Perth,WA,6004,30C/22 Nile Street East Perth WA 6004,"$360,000",1/04/2021,Apartment,2,2,1,63,63,1/01/2004,0,1/01/1900,Brendon Habak,-31.9545302,115.8807795
99/189 Adelaide Terrace,East Perth,WA,6004,99/189 Adelaide Terrace East Perth WA 6004,"$880,000",1/04/2021,Apartment,3,2,2,195,111,1/01/2017,0,1/01/1900,Callum Davidson,-31.9594044,115.8697129
30/11 Bennett Street,East Perth,WA,6004,30/11 Bennett Street East Perth WA 6004,"$399,000",1/04/2021,Apartment,2,2,1,132,97,1/01/2008,$400pw,1/09/2019,not recorded,-31.960182,115.870792
6/7-9 Bennett Street,East Perth,WA,6004,6/7-9 Bennett Street East Perth WA 6004,"$388,000",1/04/2021,Apartment,2,2,1,108,85,1/01/2002,$385pw,1/10/2019,Brendon Habak,-31.96037,115.87071
111/181 Adelaide Terrace,East Perth,WA,6004,111/181 Adelaide Terrace East Perth WA 6004,"$542,000",1/04/2021,Apartment,2,2,1,121,83,1/01/2012,$675pw,1/04/2021,not recorded,-31.9596519,115.8708104
7/2 Moreau Parade,East Perth,WA,6004,7/2 Moreau Parade East Perth WA 6004,"$360,000",1/03/2021,Apartment,1,1,1,90,52,1/01/2015,0,1/01/1900,Brad Triplett,-31.9609755,115.8776146
9/193 Hay Street,East Perth,WA,6004,9/193 Hay Street East Perth WA 6004,"$270,000",1/03/2021,Apartment,2,1,1,93,70,1/01/2000,0,1/01/1900,not recorded,-31.9591622,115.8732016
6 Flagstaff Lane,East Perth,WA,6004,6 Flagstaff Lane East Perth WA 6004,"$1,235,000",1/03/2021,House,3,2,2,160,165,1/01/1999,$700pw,1/08/2015,Brendan Smith,-31.9512103,115.8794075
14/3 Hay Street,East Perth,WA,6004,14/3 Hay Street East Perth WA 6004,"$780,000",1/03/2021,Apartment,3,3,2,264,143,1/01/2009,$1200pw,1/08/2012,not recorded,-31.9605496,115.8776471
12 Little Brown Street,East Perth,WA,6004,12 Little Brown Street East Perth WA 6004,"$585,000",1/03/2021,Townhouse,2,1,1,150,102,1/01/1997,0,1/01/1900,not recorded,-31.95136,115.87487
3/17 Wickham Street,East Perth,WA,6004,3/17 Wickham Street East Perth WA 6004,"$240,000",1/03/2021,Apartment,1,1,0,85,51,1/01/2019,0,1/01/1900,Brad Triplett,-31.9550656,115.8761358
907/251 Hay Street,East Perth,WA,6004,907/251 Hay Street East Perth WA 6004,"$650,000",1/03/2021,Apartment,2,2,1,144,108,1/01/2007,0,1/01/1900,Brendon Habak,-31.9583649,115.8708987
46/18 Wellington Street,East Perth,WA,6004,46/18 Wellington Street East Perth WA 6004,"$445,000",1/03/2021,Apartment,2,2,1,118,79,1/01/2011,$565pw,1/10/2011,not recorded,-31.9563843,115.8748959
138/181 Adelaide Terrace,East Perth,WA,6004,138/181 Adelaide Terrace East Perth WA 6004,"$569,000",1/03/2021,Apartment,2,2,1,118,84,1/01/2012,$600pw,1/06/2019,Peter Wright,-31.9596519,115.8708104
55/123 Wellington Street,East Perth,WA,6004,55/123 Wellington Street East Perth WA 6004,"$410,000",1/03/2021,Apartment,3,1,1,121,93,1/01/2000,$495pw,1/05/2017,Chris O'Brien,-31.9560914,115.8709157
49/34 East Parade,East Perth,WA,6004,49/34 East Parade East Perth WA 6004,"$415,000",1/03/2021,Apartment,1,1,1,96,53,1/01/2018,0,1/01/1900,Peter Wright,-31.9502251,115.8771398
705/9 Tully Road,East Perth,WA,6004,705/9 Tully Road East Perth WA 6004,"$460,000",1/03/2021,Apartment,2,1,1,89,58,1/01/2019,0,1/01/1900,Brendan Smith,-31.9488636,115.8772379
37/43 Wickham Street,East Perth,WA,6004,37/43 Wickham Street East Perth WA 6004,"$475,000",1/03/2021,Apartment,2,2,2,107,71,1/01/2014,$650pw,1/05/2015,Brent Morfesse,-31.95475,115.87484
38/190 Hay Street,East Perth,WA,6004,38/190 Hay Street East Perth WA 6004,"$340,000",1/03/2021,Apartment,2,1,1,101,82,1/01/2002,0,1/01/1900,Berny Wales,-31.9590239,115.8731642
70/131-137 Adelaide Terrace,East Perth,WA,6004,70/131-137 Adelaide Terrace East Perth WA 6004,"$545,000",1/03/2021,Apartment,3,2,2,145,96,1/01/2007,0,1/01/1900,not recorded,-31.9604846,115.8726091
51/170 Adelaide Terrace,East Perth,WA,6004,51/170 Adelaide Terrace East Perth WA 6004,"$402,000",1/03/2021,Apartment,2,1,1,120,91,1/01/2002,0,1/01/1900,Brendan Smith,-31.9592309,115.8709663
902/112 Goderich Street,East Perth,WA,6004,902/112 Goderich Street East Perth WA 6004,"$182,000",1/03/2021,Apartment,1,1,1,50,50,1/01/1968,$250pw,1/01/2021,Steven Chapelhow,-31.9563378,115.8702339
72/189 Adelaide Terrace,East Perth,WA,6004,72/189 Adelaide Terrace East Perth WA 6004,"$660,000",1/03/2021,Apartment,2,2,1,143,82,1/01/2017,0,1/01/1900,Peter Wright,-31.9594044,115.8697129
20/17 Wickham Street,East Perth,WA,6004,20/17 Wickham Street East Perth WA 6004,"$350,000",1/03/2021,Apartment,1,1,1,80,55,1/01/2019,0,1/01/1900,Brad Raynor,-31.9550656,115.8761358
1108/8 Adelaide Terrace,East Perth,WA,6004,1108/8 Adelaide Terrace East Perth WA 6004,"$610,000",1/03/2021,Apartment,2,2,1,143,105,1/01/2014,$795pw,1/03/2016,not recorded,-31.96126,115.8771577
8F/22 Nile Street,East Perth,WA,6004,8F/22 Nile Street East Perth WA 6004,"$365,000",1/03/2021,Apartment,2,2,1,62,62,1/01/2004,0,1/01/1900,Kristian Novatsis,-31.9545302,115.8807795
15/34 East Parade,East Perth,WA,6004,15/34 East Parade East Perth WA 6004,"$515,000",1/03/2021,Apartment,2,2,1,115,78,1/01/2018,0,1/01/1900,Peter Wright,-31.9502251,115.8771398
405/108 Terrace Road,East Perth,WA,6004,405/108 Terrace Road East Perth WA 6004,"$730,000",1/03/2021,Apartment,2,2,2,143,98,1/01/2003,$770pw,1/03/2021,Jasmyn Wright,-31.9600184,115.8677491
104/149-151 Adelaide Terrace,East Perth,WA,6004,104/149-151 Adelaide Terrace East Perth WA 6004,"$499,000",1/03/2021,Apartment,2,2,1,123,95,1/01/2008,0,1/01/1900,Brad Mantle,-31.9604775,115.8716965
60/181 Adelaide Terrace,East Perth,WA,6004,60/181 Adelaide Terrace East Perth WA 6004,"$780,000",1/03/2021,Apartment,3,2,2,178,114,1/01/2012,$875pw,1/02/2019,Brendon Habak,-31.9596519,115.8708104
6/128 Brown Street,East Perth,WA,6004,6/128 Brown Street East Perth WA 6004,"$418,000",1/02/2021,Apartment,2,2,1,112,86,1/01/2009,$440pw,1/10/2016,Clinton Edwards,-31.9508414,115.8738455
301/108 Bennett Street,East Perth,WA,6004,301/108 Bennett Street East Perth WA 6004,"$380,000",1/02/2021,Apartment,2,2,1,104,75,1/01/2016,$400pw,1/06/2020,not recorded,-31.9557064,115.8734788
83/128 Adelaide Terrace,East Perth,WA,6004,83/128 Adelaide Terrace East Perth WA 6004,"$418,500",1/02/2021,Apartment,2,2,1,111,82,1/01/2006,$430pw,1/04/2018,not recorded,-31.9599276,115.8731092
29/98 Terrace Road,East Perth,WA,6004,29/98 Terrace Road East Perth WA 6004,"$690,000",1/02/2021,Apartment,2,2,2,145,85,1/01/2009,0,1/01/1900,Peter Wright,-31.9604852,115.8687426
80/78 Terrace Road,East Perth,WA,6004,80/78 Terrace Road East Perth WA 6004,"$746,000",1/02/2021,Apartment,2,2,2,152,100,1/01/2005,$700pw,1/05/2017,Tim Whall,-31.9605553,115.8701029
201/108 Bennett Street,East Perth,WA,6004,201/108 Bennett Street East Perth WA 6004,"$380,000",1/02/2021,Apartment,2,2,1,103,75,1/01/2016,$465pw,1/09/2016,Richard Mathlin,-31.9557064,115.8734788
17/193 Hay Street,East Perth,WA,6004,17/193 Hay Street East Perth WA 6004,"$269,000",1/02/2021,Apartment,2,1,1,95,70,1/01/2000,0,1/01/1900,Veljko Lazovic,-31.9591622,115.8732016
64/118 Adelaide Terrace,East Perth,WA,6004,64/118 Adelaide Terrace East Perth WA 6004,"$426,000",1/02/2021,Apartment,2,2,1,107,76,1/01/2009,$456pw,1/11/2020,not recorded,-31.9600754,115.8735713
56/78 Terrace Road,East Perth,WA,6004,56/78 Terrace Road East Perth WA 6004,"$615,000",1/02/2021,Apartment,2,2,2,152,100,1/01/2005,$630pw,1/09/2016,not recorded,-31.9605553,115.8701029
19/34 East Parade,East Perth,WA,6004,19/34 East Parade East Perth WA 6004,"$445,000",1/02/2021,Apartment,2,1,1,113,65,1/01/2018,0,1/01/1900,Peter Wright,-31.9502251,115.8771398
47 Wellington Street,East Perth,WA,6004,47 Wellington Street East Perth WA 6004,"$765,000",1/02/2021,House,3,1,1,617,105,1/01/1920,0,1/01/1900,not recorded,-31.956698,115.873964
66/123 Wellington Street,East Perth,WA,6004,66/123 Wellington Street East Perth WA 6004,"$390,000",1/02/2021,Apartment,3,1,1,126,96,1/01/2000,$450pw,1/12/2017,Zero Commission Australia,-31.9560914,115.8709157
17/40 Wellington Street,East Perth,WA,6004,17/40 Wellington Street East Perth WA 6004,"$345,000",1/02/2021,Apartment,2,1,1,96,81,1/01/1993,0,1/01/1900,Josh Roberts,-31.9563959,115.8744954
11/42-52 Terrace Road,East Perth,WA,6004,11/42-52 Terrace Road East Perth WA 6004,"$582,500",1/02/2021,Apartment,2,2,1,142,107,1/01/2002,0,1/01/1900,Chris O'Brien,-31.9612883,115.872185
